EryA,EryB,GMP,MEP,MPP,CMP
12.44,11.04,66.82,15.68,68.77,51.19
12.44,10.35,49.24,11.76,47.08,39.54
17.42,11.73,71.51,15.68,21.23,40.95
8.71,4.14,72.68,12.63,49.38,47.66
13.69,13.11,39.27,36.58,47.08,44.84
3.73,5.52,45.13,12.19,52.15,36.72
2.49,2.07,46.89,14.81,9.69,39.89
2.49,2.76,27.55,6.97,8.31,26.12
1.24,0.69,12.9,2.61,6.46,16.59
2.49,5.52,31.07,6.97,9.23,24.71
8.71,4.14,45.72,8.27,4.15,22.59
2.49,0.69,17,6.97,48.92,21.54
6.22,5.52,47.48,6.1,37.85,30.01
2.49,2.76,9.38,3.05,38.31,28.6
8.71,3.45,53.93,5.66,45.69,34.24
6.22,5.52,42.79,24.39,27.69,37.42
4.98,11.73,32.24,13.94,48.46,32.83
1.24,5.52,65.65,32.66,61.38,58.25
14.93,14.49,72.1,24.82,57.69,58.6
26.13,30.37,29.31,52.26,30,33.54
23.64,17.94,37.51,44.42,58.15,29.3
114.48,163.56,4.69,79.26,4.62,12.36
44.8,49.69,8.21,31.36,12.46,17.65
14.93,32.44,62.72,46.6,39.69,61.43
7.47,13.11,82.65,19.16,49.85,50.13
14.93,9.66,19.93,23.08,42.92,24.36
4.98,4.83,48.65,16.98,42.92,35.3
107.01,144.24,2.34,61.41,3.23,6
29.86,40.72,14.07,28.31,19.38,13.42
18.67,28.99,22.27,44.86,51.23,30.01
17.42,18.63,21.1,17.86,44.31,27.18
1.24,12.42,43.96,5.66,64.15,36.72
4.98,11.04,34,21.78,64.61,43.78
12.44,13.8,19.34,23.08,37.85,26.12
42.31,39.34,22.27,59.67,37.85,28.24
14.93,11.04,74.44,23.52,17.08,29.3
4.98,8.28,5.28,9.15,7.38,7.41
2.49,4.83,34.58,6.1,25.38,33.89
7.47,6.21,26.38,6.1,3.23,31.77
3.73,2.76,48.06,35.71,56.77,51.9
3.73,5.52,39.86,28.31,17.54,27.89
14.93,4.14,14.07,7.84,24,5.65
3.73,10.35,38.1,12.19,38.77,37.07
4.98,7.59,9.38,15.68,93.69,25.77
17.42,11.04,60.96,15.24,91.38,39.89
11.2,11.73,37.51,12.63,48,36.72
11.2,11.73,53.34,18.29,39.69,33.54
8.71,3.45,32.24,8.71,32.77,43.07
6.22,13.8,4.69,80.13,9.69,7.06
1.24,10.35,13.48,57.05,2.77,10.59
1.24,8.28,45.72,3.92,58.61,52.25
3.73,2.76,54.51,13.07,97.38,61.78
1.24,0.69,32.24,11.76,69.23,45.19
6.22,11.73,37.51,6.1,9.69,33.19
1.24,5.52,32.24,6.97,23.08,24.01
9.95,14.49,68.58,29.61,49.38,71.67
14.93,11.04,31.65,23.95,30.46,26.48
13.69,1.38,69.75,7.84,31.85,49.78
8.71,4.14,65.06,13.07,30.92,59.66
65.95,80.74,29.89,72.73,125.08,61.08
7.47,24.84,9.96,27,39.23,15.18
19.91,57.97,7.62,8.71,7.85,10.94
19.91,8.28,26.38,10.02,50.77,28.95
13.69,13.8,6.45,55.31,19.85,9.18
14.93,13.8,5.86,59.23,3.23,2.47
14.93,14.49,51.58,21.34,28.15,38.13
56,53.83,56.27,47.04,15.69,50.48
4.98,11.73,42.79,9.15,21.69,27.89
14.93,12.42,8.79,12.63,3.69,7.77
37.33,57.28,42.79,19.6,36.46,37.42
84.62,137.33,5.86,40.5,4.62,5.3
17.42,16.56,28.14,23.95,28.15,22.59
21.15,31.06,62.72,38.76,12.92,30.36
52.26,87.65,79.13,63.15,59.54,63.55
39.82,23.46,9.38,27.87,12.46,6.35
77.15,129.05,0.59,59.23,6,7.41
16.18,38.65,6.45,33.1,9.69,4.59
16.18,9.66,25.79,16.55,24.46,9.18
22.4,38.65,33.41,20.03,60.92,34.24
57.24,48.31,9.38,46.6,16.62,24.01
9.95,5.52,38.1,9.58,25.38,29.3
17.42,30.37,36.34,25.7,25.38,36.36
24.89,25.53,7.03,69.68,3.23,6.71
33.6,71.77,18.76,75.78,37.85,15.89
26.13,26.22,8.21,47.91,11.08,10.24
14.93,16.56,41.03,21.78,25.85,22.24
19.91,17.25,17.58,45.73,13.38,14.83
44.8,43.48,8.79,67.5,7.38,8.47
68.44,79.36,34,75.78,30.46,37.77
48.53,95.93,22.86,43.12,20.77,16.95
9.95,16.56,80.89,13.5,67.85,57.19
42.31,56.59,3.52,13.94,2.31,4.24
68.44,86.96,4.1,91.02,8.31,15.53
46.04,39.34,94.96,30.49,66.92,61.43
23.64,15.18,37.51,3.92,45.23,34.24
6.22,9.66,28.14,23.52,26.77,23.3
7.47,2.07,13.48,14.37,8.31,11.65
6.22,4.14,67.41,16.55,23.08,37.77
2.49,7.59,16.41,13.07,30.46,16.59
11.2,6.21,50.41,23.95,39.23,54.01
7.47,6.9,42.79,13.5,43.85,33.89
2.49,3.45,29.89,44.86,24.92,31.42
6.22,6.9,42.79,13.94,35.08,31.07
3.73,4.83,63.31,34.41,27.23,44.13
4.98,7.59,51.58,6.1,28.15,40.95
7.47,6.21,103.75,18.29,46.61,59.66
6.22,1.38,51,11.32,18.92,46.95
1.24,8.28,98.47,40.94,65.54,57.19
9.95,3.45,45.13,28.74,40.61,55.07
11.2,8.97,79.72,22.65,68.77,45.54
1.24,5.52,77.37,3.48,66.46,65.31
21.15,11.73,24.03,15.24,63.69,29.65
12.44,19.32,53.93,14.37,42.92,38.13
3.73,4.83,24.62,21.78,29.08,21.54
16.18,19.32,51.58,24.39,60.92,35.66
31.11,22.77,4.1,61.84,30.46,22.59
9.95,11.04,53.93,48.78,115.38,73.08
11.2,13.8,24.03,18.73,49.85,34.95
14.93,6.21,24.62,14.37,32.77,20.12
4.98,5.52,7.62,9.15,28.15,20.48
12.44,15.87,12.31,13.94,35.08,19.42
6.22,10.35,12.31,14.81,40.61,14.12
8.71,6.9,9.96,4.36,13.85,8.83
9.95,11.73,28.72,15.24,47.54,30.71
11.2,14.49,4.1,7.84,13.85,10.94
11.2,13.11,1.17,6.1,19.85,9.88
11.2,13.8,32.82,6.1,39.23,32.48
22.4,22.08,28.72,19.16,46.15,28.24
8.71,15.87,4.1,7.4,11.08,6.35
7.47,8.28,14.07,7.84,30,18.36
12.44,6.21,42.2,21.78,39.23,28.95
97.06,136.64,15.24,91.46,29.54,24.71
16.18,23.46,56.27,41.37,24.92,29.65
12.44,21.39,2.93,43.12,6,7.77
33.6,20.01,8.21,60.1,7.85,21.54
6.22,2.07,117.23,27.44,41.08,56.49
6.22,1.38,31.65,23.08,12.46,41.31
4.98,13.8,25.79,43.55,11.54,33.54
8.71,4.14,22.86,10.02,42.92,30.71
13.69,6.21,5.86,7.4,2.31,12
6.22,1.38,35.76,5.66,14.31,28.24
2.49,2.76,31.65,6.1,26.77,25.77
6.22,4.14,20.52,6.97,49.38,13.42
6.22,8.97,28.14,8.71,16.15,37.07
4.98,4.14,7.03,7.4,3.23,1.77
9.95,6.21,18.76,5.66,10.62,12.71
9.95,5.52,12.31,14.81,20.31,10.94
24.89,22.08,15.24,30.05,32.31,20.83
8.71,5.52,10.55,6.97,52.61,11.65
12.44,15.87,15.24,40.07,13.85,10.94
21.15,20.7,7.62,68.81,7.38,8.83
16.18,17.94,6.45,37.89,20.31,15.53
6.22,7.59,18.76,51.83,12.46,25.07
24.89,26.91,4.1,71.86,2.31,10.94
2.49,5.52,4.1,28.31,8.77,10.24
6.22,6.21,32.24,22.21,40.61,25.07
7.47,8.97,30.48,14.81,21.69,20.12
16.18,13.11,48.06,7.4,42.92,28.6
7.47,11.04,47.48,9.58,12.92,19.77
4.98,7.59,36.93,11.32,7.85,23.65
9.95,4.14,38.69,7.84,7.85,26.83
2.49,3.45,54.51,6.53,17.54,39.89
72.17,107.66,59.2,64.89,91.38,58.25
9.95,13.11,8.21,3.48,12.46,10.24
72.17,73.15,8.21,71.42,12.92,8.12
131.9,143.55,1.76,100.6,10.15,12.36
36.09,23.46,2.34,71.86,2.77,2.47
23.64,23.46,54.51,25.26,25.85,21.54
13.69,26.22,7.03,80.57,13.85,10.24
19.91,17.94,17,26.57,19.85,21.54
53.51,97.31,55.1,41.81,44.31,38.48
37.33,42.1,24.03,48.78,12.92,24.71
18.67,17.25,63.31,24.82,17.54,51.54
21.15,35.89,23.45,47.47,32.31,41.66
14.93,5.52,7.62,19.16,18.92,14.12
12.44,11.04,29.89,7.84,11.08,26.48
7.47,5.52,30.48,12.63,13.38,30.71
31.11,37.27,65.06,77.09,44.77,59.31
13.69,8.97,12.9,18.73,12.92,10.24
12.44,11.04,7.03,10.45,15.69,8.83
21.15,18.63,32.24,33.1,68.77,34.24
13.69,15.87,7.03,7.84,24,15.89
62.22,72.46,5.28,71.42,18.46,12
26.13,22.08,8.21,66.63,5.54,7.41
12.44,28.3,23.45,44.86,48,24.71
26.13,22.77,8.79,52.26,6.46,6.71
9.95,11.73,3.52,19.6,8.31,14.12
21.15,22.08,9.38,47.04,20.77,15.89
6.22,16.56,77.96,20.9,46.15,51.19
12.44,12.42,25.79,26.57,51.69,38.83
22.4,8.28,2.34,38.33,6,5.3
19.91,15.87,8.21,38.76,5.54,12
7.47,8.28,10.55,10.45,6.46,8.83
6.22,17.25,38.1,14.37,72.46,34.24
3.73,2.76,30.48,15.68,35.08,36.72
9.95,11.04,34,7.4,8.31,37.42
6.22,12.42,32.24,9.58,54.46,37.07
267.54,318.15,4.1,68.81,8.31,8.47
126.92,198.76,7.03,57.05,26.31,16.59
28.62,45.55,1.76,10.89,59.54,15.53
11.2,4.14,16.41,6.53,9.23,19.42
4.98,6.9,28.72,31.79,110.31,44.48
1.24,2.07,11.72,9.58,46.15,21.89
3.73,5.52,19.34,10.89,59.54,26.12
11.2,7.59,59.2,9.15,36.46,36.72
12.44,19.32,26.38,13.94,27.69,26.12
23.64,8.97,4.69,10.89,5.08,6.71
14.93,11.73,12.9,5.66,5.54,6.35
11.2,8.97,15.24,16.55,22.62,11.3
21.15,8.97,13.48,26.13,18.92,10.59
8.71,12.42,14.07,6.53,14.31,16.59
17.42,11.73,4.1,6.53,23.54,7.41
6.22,17.25,5.86,2.61,5.54,5.65
1.24,4.14,32.82,8.71,10.62,31.77
4.98,8.28,67.99,4.79,4.62,36.72
23.64,15.87,42.2,19.6,49.85,39.54
2.49,2.76,19.93,6.53,7.38,14.47
13.69,7.59,2.93,6.1,27.69,13.06
8.71,4.14,57.44,16.55,7.85,42.72
46.04,29.68,3.52,51.83,3.23,5.65
17.42,12.42,45.13,40.94,95.54,58.6
4.98,1.38,31.65,14.81,58.61,41.31
8.71,7.59,73.27,21.34,45.69,55.78
9.95,21.39,36.93,30.49,96,42.36
28.62,4.83,23.45,13.5,7.85,22.59
23.64,16.56,12.31,7.84,13.85,16.24
14.93,14.49,22.27,14.37,15.69,11.3
28.62,11.73,10.55,8.71,18,11.65
17.42,9.66,8.79,11.76,18,15.18
21.15,13.8,7.62,9.58,6,7.41
14.93,5.52,6.45,8.71,5.08,6.71
14.93,11.73,8.79,15.24,44.77,13.06
7.47,6.9,13.48,8.27,10.62,3.53
13.69,11.04,4.69,3.05,6.46,6.71
11.2,9.66,3.52,7.4,13.85,6.35
18.67,8.28,5.86,6.53,13.38,13.42
9.95,14.49,5.86,2.61,9.69,9.18
28.62,8.97,1.76,5.66,11.08,5.3
14.93,11.73,38.1,10.02,38.31,36.01
1.24,15.18,38.1,23.08,35.54,23.3
18.67,8.28,11.72,11.32,17.54,10.94
17.42,14.49,22.86,13.94,42,13.77
9.95,9.66,35.17,11.76,22.15,27.18
7.47,7.59,30.48,9.58,24.92,23.65
13.69,13.11,31.07,16.11,104.77,33.54
8.71,5.52,23.45,9.58,62.31,26.83
4.98,4.83,18.17,11.32,45.69,23.65
7.47,3.45,12.9,13.94,31.85,14.83
2.49,6.21,7.03,3.05,9.69,13.42
7.47,9.66,2.34,7.84,11.54,12.36
8.71,2.76,26.96,10.02,38.77,30.01
4.98,8.28,31.07,4.79,55.38,25.42
14.93,7.59,10.55,1.74,12.92,11.3
4.98,8.97,26.38,9.58,50.31,27.89
6.22,8.28,57.44,43.55,48.46,50.13
7.47,11.73,40.44,10.45,36.46,20.48
7.47,16.56,31.65,23.08,55.85,18
19.91,24.84,79.72,60.54,77.54,65.31
14.93,0.69,1.76,5.23,0.92,2.47
102.04,149.76,6.45,91.02,5.08,11.65
46.04,45.55,8.79,57.05,2.77,4.94
7.47,6.21,34,5.23,9.69,26.83
9.95,11.04,87.92,6.53,34.61,52.96
3.73,3.45,17,4.79,51.23,29.65
6.22,8.28,53.93,10.89,95.08,42.01
4.98,3.45,79.13,7.84,45.69,55.78
8.71,8.97,11.72,34.84,20.31,24.36
13.69,13.8,63.31,2.18,64.61,36.72
26.13,19.32,7.03,21.34,8.77,9.18
36.09,36.58,3.52,11.32,4.62,4.24
56,75.22,0.59,18.73,6,6.35
34.84,52.45,12.9,22.65,12.46,10.94
4.98,12.42,11.72,7.4,39.23,16.95
21.15,40.72,14.65,34.41,67.85,21.89
8.71,5.52,12.31,9.15,7.38,9.88
37.33,44.86,11.14,30.05,9.23,6.35
12.44,17.25,0.59,40.94,12.92,8.83
7.47,15.87,8.79,47.91,0.46,5.65
26.13,17.25,8.79,67.94,6.46,4.24
6.22,6.21,50.41,5.23,50.77,39.89
12.44,5.52,27.55,9.58,81.23,37.42
34.84,53.83,54.51,85.8,61.38,45.89
13.69,7.59,74.44,12.19,39.69,44.48
6.22,6.9,17.58,8.71,14.77,15.53
32.35,35.2,5.28,55.31,3.69,9.18
14.93,2.76,17,8.27,26.31,21.54
36.09,42.79,38.69,75.78,64.61,59.66
21.15,30.37,15.24,50.95,16.62,14.47
16.18,24.84,20.52,23.95,35.54,21.18
8.71,15.18,11.72,7.4,44.31,20.12
2.49,10.35,12.9,6.97,12.46,13.77
11.2,16.56,32.24,11.32,24,20.83
17.42,4.83,39.27,10.89,47.54,35.66
11.2,17.94,23.45,19.16,12.92,10.59
13.69,8.97,19.34,10.89,33.69,26.12
8.71,22.77,18.17,12.63,13.38,11.65
8.71,14.49,33.41,19.6,55.85,45.89
22.4,20.01,55.69,15.24,39.69,44.48
3.73,7.59,41.03,6.97,23.54,33.54
8.71,9.66,55.1,13.5,18.46,52.96
8.71,2.76,21.1,8.27,12.92,16.24
13.69,13.11,32.82,2.61,22.15,22.24
7.47,12.42,65.06,20.03,42.46,49.42
18.67,13.11,72.1,7.84,66.46,66.72
13.69,4.14,19.93,4.79,37.85,19.06
4.98,8.28,8.21,10.89,33.23,15.18
6.22,13.8,9.38,4.79,2.77,3.53
22.4,15.87,8.79,6.97,42.92,12.36
16.18,8.97,22.27,7.84,18.46,12
12.44,16.56,59.79,27,69.69,50.48
8.71,8.97,2.34,3.48,14.31,6
6.22,11.04,14.65,6.53,56.31,24.36
7.47,11.73,14.65,10.45,42.46,14.47
6.22,11.04,44.55,10.45,56.77,28.95
9.95,12.42,36.93,7.4,27.23,21.54
8.71,6.21,14.07,5.66,14.31,7.77
77.15,74.53,8.79,30.05,1.85,7.77
11.2,16.56,56.86,20.47,63.23,57.19
22.4,48.31,9.38,52.7,12.92,10.94
32.35,28.3,100.23,78.39,110.77,72.02
11.2,13.8,111.96,55.75,107.08,80.14
13.69,3.45,60.37,25.26,12.46,36.36
3.73,6.21,25.79,15.24,11.08,25.07
18.67,2.76,11.72,21.34,8.31,21.89
34.84,58.66,5.86,46.6,11.54,19.06
74.66,73.15,17.58,70.12,19.85,16.59
28.62,22.77,9.96,32.23,35.54,16.95
59.73,71.08,29.89,66.63,36,36.01
17.42,15.87,72.1,31.79,99.23,85.08
18.67,17.25,47.48,50.08,96,52.96
19.91,30.37,17.58,55.31,33.23,15.53
9.95,21.39,72.1,71.86,93.23,74.49
11.2,12.42,14.07,25.7,55.38,37.77
14.93,12.42,28.14,38.33,79.85,46.25
56,56.59,62.72,84.49,63.69,66.72
18.67,18.63,35.76,35.28,96,62.84
17.42,11.04,19.34,26.57,59.08,42.01
12.44,22.08,77.96,28.31,125.08,84.38
19.91,24.15,15.83,14.81,17.54,38.13
48.53,33.13,25.79,50.95,62.31,48.37
2.49,11.04,67.99,19.16,9.23,41.31
21.15,12.42,21.69,13.07,48,32.83
3.73,0.69,46.89,29.18,27.69,46.25
27.38,36.58,37.51,80.13,10.62,26.12
13.69,3.45,87.34,4.79,17.54,44.13
27.38,22.08,46.31,24.39,23.08,36.72
22.4,20.7,34.58,33.53,26.77,31.42
4.98,4.14,11.72,10.89,28.15,17.3
6.22,5.52,21.69,8.27,58.15,19.77
6.22,7.59,18.17,4.36,43.38,25.42
8.71,1.38,43.38,3.92,54.92,40.6
3.73,6.21,50.41,6.1,43.38,37.07
6.22,6.9,6.45,4.36,30.92,18
8.71,2.07,21.1,2.61,45.23,19.42
3.73,0,10.55,6.1,59.08,10.94
11.2,6.21,0.59,4.36,13.85,7.77
4.98,8.97,18.17,7.4,50.31,30.01
7.47,4.83,16.41,6.97,59.54,19.77
6.22,2.76,36.34,7.84,50.77,40.25
3.73,6.9,7.03,2.61,42.46,6.71
6.22,10.35,25.79,13.07,72.92,36.36
3.73,3.45,29.31,3.48,40.61,24.36
4.98,2.76,77.96,13.94,6,32.13
3.73,1.38,43.38,13.94,6,16.24
3.73,2.07,69.17,10.45,18.46,26.48
1.24,2.76,8.21,4.79,2.31,6
6.22,1.38,49.24,3.48,4.15,20.12
4.98,8.28,9.96,2.18,54.92,37.07
2.49,5.52,89.1,10.45,35.08,56.84
1.24,2.07,40.44,4.79,10.62,34.6
2.49,8.28,20.52,5.23,24,24.71
3.73,2.76,58.62,6.53,5.54,35.66
6.22,3.45,23.45,11.76,13.38,30.01
1.24,4.83,28.72,10.89,51.23,31.42
6.22,6.21,25.79,10.02,60.92,31.42
8.71,1.38,46.89,23.52,91.38,62.49
37.33,26.22,7.62,47.91,21.69,16.59
3.73,9.66,18.76,4.79,27.23,21.54
12.44,15.87,38.1,11.76,53.54,44.13
31.11,57.28,4.1,56.62,24,10.24
28.62,36.58,11.14,26.13,15.69,17.3
22.4,40.03,42.79,55.75,74.77,55.07
7.47,17.25,48.06,57.92,55.38,38.48
3.73,2.07,26.96,5.66,3.69,23.65
17.42,8.97,20.52,6.97,31.85,20.83
4.98,1.38,11.14,10.02,72.92,19.06
6.22,6.9,39.27,8.71,17.54,30.71
52.26,46.93,55.1,36.15,123.69,55.43
116.97,126.29,5.28,85.8,6.46,5.65
34.84,24.15,5.28,41.37,10.15,10.94
33.6,36.58,46.31,57.49,41.08,36.36
17.42,14.49,19.34,9.58,42.92,25.42
7.47,11.73,61.55,10.02,50.77,44.84
1.24,6.21,14.65,9.15,57.69,33.89
13.69,11.73,65.06,5.23,61.85,42.36
4.98,2.07,44.55,11.32,50.31,36.36
8.71,5.52,37.51,8.27,81.23,43.42
2.49,4.83,52.75,7.84,43.38,43.07
3.73,6.21,36.34,7.4,58.61,28.95
6.22,8.97,66.24,6.97,41.54,39.54
12.44,0.69,31.65,9.15,37.38,33.19
28.62,24.15,4.1,46.16,9.23,9.18
13.69,2.76,47.48,9.15,15.23,36.01
21.15,8.28,36.93,28.31,43.38,48.01
3.73,6.21,42.79,10.02,35.54,52.25
4.98,6.9,41.62,14.81,66.46,38.48
4.98,6.9,11.14,6.1,33.69,21.89
14.93,10.35,31.07,22.21,49.85,37.07
11.2,13.8,4.69,10.45,12.92,9.18
2.49,8.28,7.62,2.18,6.92,2.82
2.49,7.59,4.1,6.1,7.38,5.65
8.71,15.18,7.62,6.53,25.85,7.77
11.2,11.04,1.17,4.36,8.31,2.82
2.49,4.83,1.76,10.02,7.85,4.94
9.95,3.45,4.69,6.53,7.38,5.3
7.47,4.14,3.52,2.61,1.85,3.18
4.98,8.28,4.69,4.36,1.85,3.18
11.2,1.38,14.65,3.48,11.54,8.12
9.95,1.38,31.65,13.07,52.15,34.6
2.49,4.14,10.55,7.4,26.31,11.65
6.22,6.21,10.55,6.1,35.08,12
17.42,11.04,43.96,5.23,25.38,32.48
7.47,15.18,22.27,6.53,30,12.36
19.91,6.9,73.86,6.97,105.69,58.25
1.24,2.76,5.86,6.1,6.46,12.36
13.69,10.35,9.38,15.24,23.54,7.77
18.67,31.06,19.93,29.18,41.54,31.42
7.47,2.76,15.24,13.07,50.31,15.53
6.22,3.45,28.14,8.71,39.69,27.89
9.95,7.59,35.76,8.71,66,57.19
14.93,4.14,59.79,13.5,87.69,52.6
16.18,19.32,71.51,10.45,111.23,42.36
14.93,9.66,7.03,10.02,12.92,10.24
13.69,7.59,21.69,8.71,83.08,27.54
11.2,11.04,5.86,22.65,14.77,11.65
22.4,15.18,4.69,30.92,14.77,10.94
13.69,12.42,36.34,25.26,28.15,27.54
6.22,13.11,11.72,33.1,29.08,15.18
17.42,13.8,41.62,7.84,102,41.66
7.47,6.9,19.34,16.98,100.15,48.37
22.4,10.35,5.86,6.97,25.38,10.59
9.95,9.66,14.65,12.19,25.85,17.3
3.73,6.21,20.52,4.36,45.23,15.89
2.49,3.45,22.86,10.89,51.69,23.3
2.49,4.14,7.03,6.53,60.46,16.95
6.22,4.14,15.83,8.71,39.23,19.06
1.24,9.66,55.1,10.45,54.46,47.31
1.24,7.59,32.82,15.68,57.69,28.24
2.49,7.59,11.14,8.27,23.54,6
3.73,6.9,12.9,10.89,66,18.71
2.49,2.76,12.9,11.76,40.61,20.12
6.22,11.04,60.96,10.45,72,62.84
6.22,11.04,41.62,9.15,47.54,38.48
8.71,6.21,56.86,6.1,16.15,44.84
6.22,5.52,13.48,16.98,12,14.83
21.15,8.28,14.65,54.44,16.15,26.83
0,5.52,21.69,16.55,36,38.13
11.2,6.9,75.61,32.66,86.31,63.9
14.93,11.73,22.86,26.13,31.85,30.71
27.38,16.56,28.14,32.66,12,37.07
17.42,9.66,2.34,10.02,1.85,5.65
14.93,5.52,9.38,5.23,27.23,10.94
26.13,55.9,18.76,31.36,51.69,18.36
13.69,19.32,5.28,44.86,4.62,2.82
48.53,50.38,1.17,51.39,5.08,5.3
57.24,83.51,2.34,21.78,4.62,5.3
95.82,155.28,24.03,37.45,18,20.12
27.38,51.76,29.89,16.55,9.69,15.89
28.62,51.76,3.52,47.91,8.77,20.12
113.24,158.73,7.62,36.58,2.31,3.88
133.15,169.08,2.34,66.63,19.38,12.71
64.71,89.72,19.93,25.26,45.23,26.83
33.6,42.79,18.76,20.03,13.38,12.36
19.91,22.77,32.82,17.42,6.92,27.54
49.77,55.9,8.21,19.6,23.08,18.36
9.95,10.35,25.2,35.28,47.08,37.42
2.49,3.45,58.03,5.66,60,46.95
0,2.07,15.83,4.79,40.61,26.48
2.49,5.52,8.79,3.92,43.85,13.42
3.73,6.21,49.24,8.71,25.85,46.25
1.24,2.07,46.89,13.5,51.23,45.54
1.24,5.52,35.17,7.84,44.31,35.66
14.93,4.14,21.69,29.18,24.46,32.83
9.95,1.38,20.52,2.61,36.46,21.89
0,6.21,12.9,11.76,52.61,24.36
14.93,12.42,29.89,7.4,11.54,12
26.13,8.97,58.03,9.15,54,38.13
1.24,8.28,19.93,12.63,47.54,21.18
11.2,9.66,81.48,13.5,81.23,55.78
9.95,3.45,97.3,9.58,18.46,58.25
4.98,4.14,15.83,2.18,7.85,14.47
14.93,11.73,62.72,16.98,12,43.42
0,2.76,15.83,3.48,2.31,23.65
3.73,5.52,48.06,3.05,6,35.3
2.49,3.45,19.34,2.18,5.08,15.18
8.71,4.14,29.31,5.23,10.15,27.89
13.69,16.56,22.27,2.18,48.46,12.71
1.24,4.14,9.38,3.48,17.08,3.18
11.2,8.97,0.59,7.84,0.46,3.88
9.95,13.8,21.69,45.73,21.23,26.12
14.93,15.18,111.37,87.54,67.38,69.19
4.98,6.21,22.27,36.58,16.62,27.18
16.18,20.01,22.27,59.23,36.46,24.71
4.98,11.73,16.41,61.84,5.54,18.36
11.2,8.97,40.44,33.97,39.23,39.89
26.13,26.91,50.41,84.49,60,37.42
6.22,4.83,32.24,18.73,18,22.59
3.73,11.73,9.38,9.58,18.46,11.65
0,6.21,32.82,10.02,5.54,17.65
4.98,4.14,45.13,4.36,16.15,31.42
6.22,9.66,46.31,11.76,58.15,49.07
2.49,4.14,26.38,10.89,31.85,22.95
13.69,18.63,102.58,18.29,36.46,68.84
21.15,8.97,7.03,48.78,14.77,15.18
8.71,8.97,47.48,23.95,19.85,40.95
13.69,17.25,19.93,51.39,10.15,18
12.44,7.59,30.48,7.84,12,17.3
8.71,7.59,14.65,21.34,11.08,21.54
16.18,7.59,13.48,7.84,7.38,12
6.22,0.69,43.96,7.4,6,30.71
18.67,17.25,4.1,6.97,2.31,6.35
0,6.9,2.93,7.4,3.23,3.18
0,4.14,28.72,13.94,60,48.01
6.22,5.52,36.34,20.47,40.15,59.31
7.47,4.83,16.41,6.1,5.54,19.77
13.69,26.22,7.62,46.6,28.62,11.3
4.98,3.45,12.31,10.02,40.15,22.95
19.91,19.32,25.79,40.94,15.69,33.19
28.62,36.58,69.17,33.1,65.08,55.07
59.73,71.77,4.69,61.84,0.92,9.88
6.22,9.66,46.89,10.89,41.54,43.07
19.91,16.56,41.62,8.71,59.08,17.3
7.47,8.97,49.24,22.21,44.77,39.54
12.44,11.73,26.96,12.63,21.69,18.36
28.62,21.39,78.55,27.44,90.46,55.07
2.49,8.97,36.93,11.32,11.54,22.59
7.47,10.35,25.79,24.82,42.92,29.3
9.95,9.66,4.1,15.24,6,8.12
11.2,6.9,75.61,15.68,57.69,67.43
11.2,11.73,19.93,9.58,8.31,9.18
7.47,13.11,31.07,25.7,45.23,33.19
4.98,9.66,34.58,14.81,15.69,37.42
11.2,9.66,24.03,5.23,10.15,14.83
4.98,4.83,43.38,20.9,27.23,28.6
1.24,2.07,14.07,3.92,1.85,13.77
9.95,6.21,28.14,7.4,22.15,27.54
4.98,4.14,4.69,7.84,6.46,11.3
0,7.59,25.79,16.55,12.46,18.71
2.49,6.21,17.58,5.66,3.23,14.12
8.71,9.66,7.62,20.47,20.77,18.71
12.44,6.9,27.55,15.24,9.69,22.95
52.26,82.81,0.59,41.37,2.31,4.59
8.71,9.66,73.27,17.86,72,56.49
26.13,15.87,34,39.63,40.15,38.13
8.71,7.59,25.2,9.58,21.23,31.77
39.82,41.41,6.45,77.09,2.77,9.18
27.38,33.13,4.69,50.52,6,6
17.42,17.94,18.17,45.29,53.08,31.07
13.69,10.35,6.45,23.52,5.54,8.83
9.95,8.28,22.27,5.66,3.69,15.53
2.49,2.76,49.82,14.81,0.92,22.95
7.47,3.45,8.79,9.15,4.15,8.83
11.2,8.97,43.38,4.36,6,15.18
8.71,4.83,16.41,2.61,7.38,9.18
21.15,18.63,14.65,30.92,22.62,18.71
19.91,17.25,9.96,26.13,11.08,14.83
18.67,15.87,25.79,18.73,16.15,23.65
29.86,26.22,7.03,65.76,9.23,9.53
26.13,49,67.41,77.52,78.46,72.02
78.39,100.76,3.52,50.52,1.85,4.59
63.46,91.79,15.24,31.79,8.31,7.77
4.98,5.52,10.55,7.4,1.38,11.3
17.42,22.08,13.48,20.47,4.15,8.47
11.2,9.66,11.14,5.66,4.15,14.83
6.22,11.04,42.2,7.84,19.85,26.12
12.44,15.87,10.55,3.92,12.92,13.42
12.44,6.9,1.17,3.92,2.31,2.82
9.95,8.97,14.07,4.36,11.54,14.47
8.71,15.18,0,2.61,4.62,6.71
4.98,1.38,62.72,16.98,72,40.6
8.71,14.49,47.48,25.26,15.23,27.54
19.91,28.3,9.96,37.02,9.23,22.59
9.95,2.76,46.31,7.84,16.62,38.83
1.24,3.45,60.96,7.84,3.23,37.42
6.22,14.49,11.72,20.03,5.54,15.18
7.47,5.52,48.06,16.11,45.69,46.6
13.69,15.87,17.58,56.62,7.38,24.01
17.42,8.28,74.44,49.21,38.31,38.48
14.93,9.66,6.45,47.04,3.23,6.71
