CMP,EryA,EryB,GMP,MPP,Mono,MEP,GN
14.83,32.35,9.66,10.55,26.31,12.88,8.27,15.18
25.77,12.44,11.73,10.55,54.46,14.25,7.84,12.58
41.66,7.47,5.52,55.1,18.46,36.71,7.84,54.23
20.12,3.73,5.52,35.76,18.92,39.45,4.79,41.21
25.07,3.73,6.21,16.41,25.85,39.73,5.23,34.71
33.54,7.47,2.76,41.62,54,49.59,14.37,35.57
25.77,13.69,8.28,39.27,31.38,33.7,6.97,27.33
12.71,2.49,6.21,12.9,38.77,8.49,6.53,15.18
19.06,13.69,12.42,9.38,51.69,7.67,4.79,5.21
15.18,6.22,5.52,25.2,35.54,21.1,6.53,34.71
21.18,4.98,4.14,9.38,14.77,17.26,5.23,32.97
19.06,4.98,7.59,21.69,52.61,8.49,16.11,11.71
11.65,8.71,16.56,12.9,15.69,9.86,39.2,8.24
30.01,12.44,23.46,16.41,30.92,9.32,37.45,14.75
17.65,11.2,7.59,12.31,47.54,9.04,15.24,2.17
32.48,7.47,10.35,26.96,96.92,12.6,7.4,7.38
12.36,4.98,5.52,7.62,30.92,4.93,12.63,3.47
19.42,12.44,11.04,29.31,12,25.48,22.21,14.32
31.07,11.2,13.11,55.1,29.08,38.36,13.07,32.97
40.25,12.44,4.83,46.89,35.08,25.48,14.81,34.71
34.24,6.22,3.45,32.24,38.77,24.11,6.97,19.52
38.83,8.71,3.45,32.82,46.61,26.85,30.92,39.04
37.42,11.2,8.97,51.58,54.46,36.44,16.55,50.32
16.95,6.22,11.73,19.93,15.69,11.23,7.84,6.94
29.3,0,6.9,41.03,12.46,25.76,2.61,21.26
23.65,19.91,8.28,21.69,35.54,17.54,14.81,16.49
9.88,14.93,10.35,21.69,4.62,19.18,6.97,4.34
10.94,8.71,13.8,2.93,13.38,4.38,5.23,6.07
20.48,6.22,4.14,25.79,13.38,34.52,6.97,40.78
21.54,2.49,6.9,28.14,10.15,24.11,11.76,47.72
26.83,11.2,7.59,46.89,18.46,41.37,14.37,42.08
37.42,7.47,7.59,39.86,40.15,30.69,23.52,36.44
7.41,29.86,38.65,0.59,2.77,4.66,45.73,6.51
38.48,11.2,8.28,66.24,27.69,40.28,17.86,22.56
25.77,14.93,8.28,39.86,43.38,39.18,8.27,22.56
33.19,7.47,19.32,43.38,78,29.32,9.58,22.13
17.3,13.69,4.14,18.76,60.46,15.89,2.61,3.04
18.71,9.95,6.21,7.03,53.08,6.85,6.53,8.68
15.18,32.35,23.46,20.52,27.69,15.07,53.57,20.39
29.3,14.93,29.68,56.86,37.38,41.92,54,47.29
38.83,18.67,27.6,37.51,34.15,33.15,23.52,26.03
31.42,43.55,51.07,45.72,26.31,34.8,37.02,41.21
21.89,14.93,26.91,21.69,47.54,22.19,24.82,18.22
20.83,9.95,23.46,11.72,37.38,20.82,11.76,16.05
15.18,14.93,17.25,15.24,28.15,12.88,15.68,9.98
15.89,33.6,17.94,7.62,14.77,12.33,40.94,9.98
36.01,7.47,15.18,25.79,18,29.04,23.95,39.48
13.42,16.18,33.82,17.58,18.46,10.41,53.57,16.05
14.83,16.18,13.8,9.38,13.85,16.17,7.4,41.65
26.12,2.49,5.52,26.38,30.92,9.32,18.29,20.82
7.77,3.73,8.97,7.62,13.38,5.75,6.53,9.11
3.53,9.95,6.9,5.86,5.54,4.93,5.23,3.9
18.36,8.71,4.83,36.34,24,27.12,3.48,17.35
23.65,9.95,2.76,29.31,39.23,29.04,3.05,22.99
7.41,3.73,4.14,12.9,6,7.67,7.4,5.64
10.59,2.49,6.9,11.14,2.31,7.4,4.79,6.07
17.3,7.47,12.42,29.89,25.38,6.58,42.68,6.94
20.12,1.24,9.66,25.2,15.69,16.44,8.27,15.62
23.3,8.71,7.59,24.62,25.85,27.12,8.71,37.74
27.18,7.47,4.83,34.58,2.31,35.34,13.07,37.74
25.07,2.49,8.28,9.38,32.77,30.69,6.1,39.04
36.72,14.93,11.73,45.72,47.08,39.73,27,26.46
34.24,18.67,6.9,34.58,6.46,41.65,10.45,48.15
9.88,131.9,151.83,5.28,2.77,10.41,42.68,7.38
19.77,48.53,27.6,13.48,18.92,16.17,18.29,22.13
35.66,26.13,35.89,41.62,24.46,31.23,20.47,53.36
12.71,2.49,0.69,14.65,5.08,24.66,6.53,47.29
32.83,9.95,18.63,32.24,36.92,34.52,34.41,32.1
21.89,11.2,4.83,35.76,5.08,32.33,10.45,42.51
32.13,3.73,2.07,62.13,15.23,44.39,4.36,52.49
18.36,8.71,5.52,25.2,20.31,11.51,7.84,6.07
30.36,7.47,13.11,22.27,37.38,21.37,6.1,23.43
10.94,6.22,6.9,10.55,39.23,5.48,7.4,4.77
10.59,6.22,4.83,5.28,32.31,5.21,4.36,3.47
6,43.55,64.87,2.93,6,7.12,22.21,5.64
5.3,3.73,20.01,4.1,2.77,14.25,3.48,16.05
21.18,11.2,11.04,27.55,40.61,18.91,15.68,8.68
13.06,4.98,4.14,15.24,18.92,12.06,18.73,10.85
31.77,21.15,31.06,21.69,22.62,24.93,22.21,32.54
18.71,4.98,4.83,12.31,5.54,16.44,7.4,36.44
35.3,11.2,9.66,41.03,27.69,23.02,15.68,29.93
32.83,6.22,13.8,39.27,47.54,35.07,19.16,42.51
30.71,8.71,3.45,43.96,22.15,17.26,28.31,21.26
17.65,3.73,5.52,19.34,18,22.19,10.89,43.82
18.36,1.24,7.59,33.41,11.08,36.44,9.15,38.61
33.54,4.98,11.73,41.03,17.08,33.43,9.15,42.51
18.36,6.22,2.76,20.52,1.38,30.69,3.05,67.68
26.83,2.49,14.49,24.03,25.38,41.92,11.76,34.71
38.13,9.95,9.66,29.89,53.54,36.17,14.81,48.59
20.12,21.15,37.27,17.58,21.23,18.36,36.58,21.69
8.83,19.91,4.83,12.9,6.46,24.66,10.02,41.65
28.6,19.91,4.14,35.76,33.23,27.95,20.47,42.51
19.77,12.44,4.14,13.48,55.38,7.12,6.1,13.01
4.59,48.53,46.93,5.28,4.15,7.4,29.18,5.21
6.71,28.62,28.3,3.52,1.85,3.29,37.02,6.51
26.12,3.73,3.45,41.62,11.08,18.91,4.79,29.93
44.13,7.47,3.45,32.82,14.31,16.17,16.11,39.04
27.89,3.73,2.07,21.1,32.77,26.03,7.4,46.42
36.36,11.2,11.04,46.31,24.92,23.29,5.23,56.83
21.89,8.71,8.28,29.89,32.77,16.71,8.71,43.38
9.18,16.18,5.52,11.72,10.62,16.44,2.18,23.43
30.01,27.38,31.75,26.38,45.69,15.07,24.82,16.05
6,8.71,7.59,7.03,8.77,8.22,5.66,5.64
8.83,7.47,13.8,7.62,14.77,15.34,5.23,6.94
9.88,6.22,13.8,14.07,17.08,9.86,7.4,10.85
18.71,49.77,79.36,15.24,24.92,11.23,54.87,13.01
25.07,36.09,41.41,32.82,36.46,24.39,30.49,13.88
28.6,16.18,15.18,27.55,40.15,18.36,29.18,8.68
7.77,18.67,18.63,4.1,8.77,6.03,51.83,5.21
40.6,3.73,9.66,70.34,52.15,37.26,5.23,53.36
13.42,3.73,9.66,9.38,2.77,13.97,3.92,35.57
10.59,4.98,4.14,7.03,10.15,15.34,4.36,46.42
36.72,13.69,8.28,25.2,54.46,15.62,24.39,5.64
24.36,18.67,20.01,12.31,8.31,13.97,55.31,10.41
30.36,48.53,65.56,44.55,19.38,27.4,44.86,16.05
31.77,58.48,82.81,34.58,34.61,30.69,27.44,31.24
20.83,36.09,22.08,38.1,24,30.14,40.5,30.37
34.24,6.22,10.35,43.96,28.62,38.63,10.45,61.6
32.48,2.49,13.11,49.24,42.92,43.56,13.07,61.17
34.6,41.06,19.32,30.48,25.38,40.55,22.21,50.32
25.07,9.95,8.97,43.96,6,21.92,4.36,22.13
25.77,6.22,5.52,55.1,48.92,32.6,6.97,26.46
10.94,4.98,9.66,7.62,21.69,14.52,2.18,4.77
34.24,17.42,11.73,40.44,36.46,27.4,4.79,20.39
2.47,6.22,6.21,2.93,4.15,6.03,5.66,7.81
20.12,4.98,6.21,37.51,24,22.19,4.36,17.79
4.24,1.24,8.97,8.79,24,7.4,2.18,2.17
6,6.22,3.45,1.76,16.62,6.03,3.92,6.07
9.18,14.93,18.63,1.17,5.08,2.47,37.02,5.64
10.59,8.71,11.04,11.72,24.46,30.96,8.71,48.59
8.47,18.67,24.84,14.07,13.38,15.07,38.76,9.54
18.71,42.31,33.82,15.24,34.15,16.99,23.52,11.71
21.54,9.95,6.9,17,5.08,17.54,4.36,43.38
23.3,1.24,5.52,25.2,45.23,22.47,21.34,20.82
6.71,8.71,4.14,3.52,38.77,7.95,6.97,4.34
18.71,8.71,3.45,38.69,35.08,29.32,10.02,5.64
9.18,2.49,3.45,16.41,6.92,21.65,2.61,11.71
28.6,11.2,15.87,55.1,53.08,39.18,33.97,29.93
27.54,16.18,11.04,35.76,15.23,30.41,22.21,29.93
37.77,9.95,6.21,57.44,20.31,43.02,12.63,48.15
15.18,6.22,9.66,39.86,33.69,27.4,7.84,14.75
14.12,4.98,3.45,35.76,6,26.03,4.79,21.26
21.54,12.44,0.69,41.03,3.23,35.34,0.87,36.88
24.01,6.22,13.11,36.93,21.69,13.15,26.57,7.81
7.06,14.93,23.46,1.76,9.69,2.74,46.16,3.04
19.06,36.09,55.9,6.45,36.46,8.22,20.47,6.07
18,38.58,43.48,11.14,38.77,11.51,34.84,6.07
6.35,14.93,35.2,8.79,3.69,3.84,50.95,6.94
14.83,18.67,11.04,15.24,25.38,17.26,44.86,19.09
18.36,9.95,13.8,2.93,30,4.66,50.95,3.9
28.24,4.98,4.83,48.65,20.77,32.06,3.92,48.59
34.24,2.49,2.07,28.14,42.92,20.55,14.81,6.94
24.36,12.44,35.89,25.79,23.54,32.33,28.74,24.73
19.77,75.91,87.65,23.45,30.46,29.86,54.44,18.65
20.48,4.98,3.45,22.27,10.15,21.37,9.58,42.08
25.77,4.98,14.49,37.51,29.08,25.21,20.03,43.38
31.07,17.42,16.56,66.24,15.69,28.49,13.5,29.5
40.95,1.24,4.83,24.62,47.54,35.07,27,24.29
5.3,56,70.39,1.17,6,10.69,34.84,4.34
46.95,44.8,76.6,51,40.15,41.1,37.45,46.85
4.24,17.42,15.87,2.34,4.15,6.3,10.02,6.07
13.77,3.73,11.73,16.41,6.46,20.82,5.23,42.95
20.48,17.42,13.8,21.1,36.46,11.51,13.94,18.22
17.3,18.67,19.32,8.79,13.38,6.85,38.33,11.28
23.65,17.42,15.87,36.93,8.77,29.04,12.19,14.32
6.71,6.22,6.9,9.38,4.62,7.12,11.76,3.04
6.35,11.2,15.87,6.45,6.46,6.58,6.53,5.21
29.65,11.2,22.08,26.38,42.92,20.82,21.34,26.03
23.65,4.98,8.28,30.48,44.77,16.44,7.4,8.24
20.12,6.22,21.39,22.27,48.46,17.54,6.53,18.22
16.95,4.98,5.52,14.07,32.77,12.88,7.4,20.39
25.07,4.98,8.97,29.31,72.46,30.14,11.76,47.72
30.36,12.44,6.9,46.31,31.38,31.23,12.63,36.88
16.59,6.22,13.11,6.45,34.15,8.77,10.02,19.96
7.77,7.47,8.97,4.1,9.69,6.3,3.92,8.24
27.89,13.69,26.22,18.76,15.23,11.51,40.5,5.64
5.65,85.86,127.67,4.69,3.23,10.41,43.99,7.81
9.53,102.04,142.17,4.69,10.15,8.49,46.6,3.04
9.53,28.62,24.84,6.45,4.15,6.3,37.89,6.07
14.12,69.68,151.83,12.9,17.08,7.12,42.24,4.34
17.65,3.73,9.66,8.79,53.54,5.75,4.79,6.51
6.35,17.42,43.48,1.76,3.69,4.38,55.31,6.94
22.95,32.35,31.75,19.93,11.08,21.92,22.65,23.86
30.36,6.22,3.45,59.2,23.08,31.23,11.76,39.91
15.89,12.44,11.04,21.1,15.23,23.29,50.52,38.61
7.41,27.38,24.84,1.76,7.85,9.59,39.2,11.28
31.42,11.2,15.87,36.93,51.69,21.37,45.29,14.32
7.77,11.2,16.56,7.62,5.08,7.12,41.81,8.68
20.48,11.2,15.87,34,24.92,19.73,10.89,6.51
32.83,6.22,20.01,31.07,12.92,27.67,13.94,46.42
27.54,12.44,6.9,19.93,41.08,24.93,11.76,19.09
25.07,6.22,10.35,36.34,18.46,33.7,1.31,32.1
19.06,7.47,9.66,13.48,45.23,7.4,8.27,7.38
7.77,23.64,17.25,6.45,31.38,7.67,11.32,6.07
30.71,14.93,13.11,39.27,23.54,41.1,17.42,50.76
28.6,22.4,5.52,32.82,29.54,33.43,15.24,36.44
30.01,7.47,6.21,53.34,15.23,41.37,5.66,56.83
14.83,4.98,8.28,17,3.69,32.33,16.98,45.55
26.48,6.22,8.28,41.62,12,38.63,3.48,48.15
21.18,8.71,11.04,12.9,31.85,24.11,7.84,7.81
20.83,27.38,4.83,39.27,48,32.06,18.29,19.09
12,31.11,22.08,9.96,17.08,13.43,26.13,9.11
28.24,6.22,4.83,29.89,26.31,6.3,35.28,16.05
8.12,11.2,9.66,11.72,7.85,6.3,39.2,5.21
27.89,11.2,10.35,24.03,44.77,22.19,23.52,11.28
25.77,18.67,15.18,26.38,40.61,26.58,20.9,25.16
36.36,22.4,29.68,49.24,54.46,44.66,30.05,29.07
13.42,14.93,28.3,9.38,5.08,10.14,44.86,8.24
4.59,19.91,39.34,2.93,2.77,5.48,27.87,2.17
8.12,18.67,28.3,6.45,4.62,9.59,51.39,3.9
39.54,8.71,11.73,56.27,58.15,40.28,31.79,50.32
14.47,13.69,26.91,12.31,14.31,7.95,44.86,6.07
7.41,36.09,51.07,14.07,4.15,6.58,51.39,5.21
27.18,18.67,16.56,24.03,51.23,11.23,26.13,9.11
11.65,56,65.56,13.48,12.46,10.69,35.28,7.81
12,22.4,40.03,10.55,6,12.33,37.45,7.81
3.18,47.29,60.04,1.76,1.85,5.48,35.28,5.21
7.06,12.44,13.11,1.17,12.46,5.48,9.15,4.77
30.71,16.18,20.01,46.89,66.92,35.62,18.29,12.15
22.59,4.98,4.83,42.79,6.92,25.48,10.02,29.5
16.24,7.47,6.9,12.9,12.46,7.67,5.23,12.58
9.53,16.18,11.73,15.24,27.69,9.32,11.32,9.54
4.94,102.04,153.9,9.38,11.08,9.86,30.49,7.81
22.24,6.22,11.04,29.31,36,20.55,8.71,26.03
14.12,7.47,16.56,16.41,16.15,22.74,16.55,32.1
20.12,14.93,14.49,24.03,31.38,37.54,18.29,51.19
32.83,19.91,15.87,42.2,50.77,40.55,21.34,58.57
35.66,11.2,9.66,41.62,46.61,48.22,4.79,33.4
35.3,6.22,7.59,34.58,48,55.35,15.24,42.08
43.42,8.71,4.14,46.31,32.77,38.36,13.94,56.83
36.72,8.71,12.42,46.31,35.08,41.1,12.63,35.57
40.6,12.44,5.52,41.03,51.23,58.09,6.53,64.64
12.36,4.98,4.14,18.17,34.61,10.14,3.92,5.64
16.95,7.47,3.45,14.07,21.23,10.14,4.36,6.94
23.65,12.44,2.07,11.72,63.23,14.52,4.79,2.6
42.72,7.47,8.28,32.24,45.69,21.65,26.57,26.03
28.6,6.22,4.14,34,32.31,20,6.53,21.26
39.19,2.49,9.66,35.17,38.31,35.07,11.76,19.09
24.71,8.71,6.21,18.76,40.15,14.25,8.27,11.71
7.77,47.29,65.56,2.34,9.23,4.93,54.44,3.47
26.48,7.47,4.14,48.06,24,23.84,13.5,14.32
36.01,0,10.35,29.31,32.31,31.51,10.45,33.84
16.95,0,2.07,14.07,6.92,23.29,3.92,52.06
33.19,6.22,2.76,38.1,19.85,23.29,5.23,33.4
18,7.47,8.97,14.65,38.31,9.59,6.53,7.38
19.06,14.93,3.45,19.34,43.38,7.95,10.45,8.68
30.01,16.18,0,46.31,21.69,31.78,12.19,20.39
21.54,3.73,7.59,28.14,14.31,28.49,6.1,36.01
27.89,6.22,4.83,24.62,36.92,11.23,30.92,12.15
15.18,6.22,4.83,36.34,22.62,10.96,7.84,6.07
5.65,12.44,3.45,1.17,1.85,5.48,38.76,3.04
20.83,16.18,11.73,34,18.92,23.02,26.13,8.68
32.13,6.22,4.83,35.17,5.54,32.06,5.23,39.91
36.01,4.98,11.73,41.03,41.08,12.88,23.52,30.37
20.12,8.71,14.49,15.24,25.85,8.49,45.73,6.94
13.42,6.22,6.21,15.83,24.46,25.21,9.58,37.74
23.65,21.15,40.72,21.1,45.23,24.39,30.49,35.57
13.77,2.49,2.07,11.14,16.15,7.95,6.53,6.51
16.59,3.73,9.66,18.76,22.15,9.86,10.89,8.24
31.42,11.2,4.83,42.79,55.85,46.58,10.02,50.32
21.89,3.73,2.07,14.07,46.15,7.95,4.36,4.34
9.53,1.24,9.66,5.28,37.38,6.3,5.66,3.04
34.6,7.47,1.38,49.24,47.54,39.45,12.63,52.06
28.24,6.22,6.9,59.79,24.92,43.29,18.73,47.29
28.24,0,8.97,30.48,40.15,27.12,8.71,33.84
8.83,1.24,4.83,10.55,6,5.21,54,8.68
19.77,6.22,5.52,35.17,20.77,17.54,8.27,18.65
27.54,7.47,0.69,15.24,40.61,13.7,16.55,10.41
14.83,11.2,6.21,1.76,41.54,4.93,8.27,7.38
25.07,27.38,28.3,32.24,28.15,25.48,35.71,14.75
9.88,8.71,12.42,9.96,17.08,13.15,12.19,7.38
33.89,16.18,16.56,48.06,12,28.77,10.89,18.22
39.54,9.95,6.9,37.51,42.92,29.04,16.98,19.96
42.01,8.71,12.42,63.31,20.77,55.35,5.66,14.32
20.12,16.18,12.42,25.79,41.54,33.97,10.02,42.51
13.42,21.15,6.9,10.55,10.62,9.59,20.03,5.21
5.65,13.69,6.9,6.45,4.15,5.21,4.79,9.54
10.59,3.73,2.07,18.17,1.85,18.91,2.18,37.74
12,17.42,17.94,26.96,15.23,16.99,7.84,9.54
28.24,32.35,24.84,17,36,22.74,40.5,16.05
16.59,11.2,8.97,9.38,41.08,15.34,16.55,11.28
28.95,41.06,44.17,19.93,23.08,27.12,43.99,12.58
33.19,12.44,8.97,62.13,18.92,46.03,4.36,29.07
15.89,7.47,13.11,28.72,30.92,32.6,9.15,6.51
27.54,14.93,15.18,43.96,42.92,27.67,17.42,19.09
2.47,87.11,72.46,3.52,3.69,7.12,27.87,4.34
7.41,75.91,148.38,4.1,4.62,4.93,60.54,6.51
13.42,73.42,91.79,15.24,53.54,7.4,40.94,3.9
3.53,52.26,41.41,2.34,0.92,3.84,18.73,2.17
1.77,34.84,45.55,1.17,0.92,4.11,22.65,2.6
4.24,54.75,44.17,2.93,3.69,5.48,32.23,3.9
19.42,9.95,4.83,23.45,33.69,9.86,11.32,2.6
27.54,3.73,6.9,29.31,49.38,11.51,6.1,11.28
32.48,17.42,23.46,26.96,24,34.25,10.45,36.01
19.06,2.49,6.21,22.86,40.15,14.25,8.71,11.71
21.54,8.71,7.59,18.17,16.62,23.29,14.37,27.76
9.18,3.73,3.45,7.62,2.31,17.81,6.53,39.48
19.06,7.47,7.59,11.14,22.62,16.17,43.99,7.81
34.6,9.95,18.63,38.1,26.77,36.44,20.47,46.85
18,11.2,18.63,16.41,43.85,44.66,11.76,44.25
28.6,8.71,8.97,32.82,32.31,32.6,13.07,42.51
27.89,14.93,42.79,18.76,42.46,19.18,52.7,19.96
26.12,6.22,2.76,33.41,38.31,51.24,16.11,64.64
9.53,11.2,8.97,8.21,7.85,27.95,40.94,48.59
33.89,12.44,6.9,43.38,33.69,44.93,30.05,53.79
9.18,4.98,14.49,8.79,4.15,22.47,5.23,38.61
21.54,18.67,10.35,24.03,46.15,31.78,9.15,25.16
25.77,16.18,15.18,45.13,45.69,46.58,6.1,52.06
9.18,2.49,6.21,11.14,6.46,14.52,3.48,3.9
5.65,8.71,12.42,10.55,3.69,10.14,6.53,3.9
3.88,6.22,5.52,4.69,12.92,10.41,3.05,6.51
4.24,9.95,20.01,3.52,13.38,10.41,5.23,2.17
12.36,7.47,12.42,39.27,8.77,33.7,5.23,7.81
27.54,8.71,8.97,36.34,52.15,28.77,10.89,14.32
4.94,8.71,5.52,6.45,8.77,15.62,4.79,3.9
11.65,16.18,4.83,17.58,42.92,20,8.27,8.24
25.77,8.71,10.35,33.41,63.23,39.18,5.23,37.74
27.89,13.69,20.01,29.31,50.77,32.88,10.45,51.63
17.65,8.71,15.87,12.31,45.69,11.51,18.29,8.68
31.07,13.69,13.11,25.79,41.08,24.11,10.45,20.82
6.71,2.49,1.38,6.45,7.85,7.12,6.1,6.94
16.59,0,6.9,15.24,12.92,15.89,6.1,14.75
21.54,7.47,6.9,11.14,33.69,12.33,8.71,4.34
28.24,11.2,7.59,29.89,22.15,21.1,8.71,25.16
10.94,4.98,5.52,2.34,14.31,12.33,7.84,22.99
3.88,12.44,13.11,7.03,14.31,7.95,6.1,1.74
5.65,56,60.04,8.79,11.54,10.69,27.44,7.38
6.71,41.06,49,3.52,7.85,6.85,33.53,7.38
6.71,16.18,9.66,4.1,11.54,11.78,7.4,1.3
14.12,21.15,28.99,11.14,15.23,12.06,22.65,10.41
25.77,9.95,29.68,32.24,30.92,36.17,29.61,32.97
10.24,6.22,7.59,9.38,15.23,13.15,15.24,4.77
10.59,34.84,58.66,14.65,7.85,7.4,38.76,8.68
17.65,6.22,17.94,19.93,13.85,23.02,8.27,30.8
25.07,16.18,15.87,56.86,12.92,40.28,9.15,31.67
18.71,16.18,13.11,13.48,36,10.41,21.34,10.85
27.18,11.2,11.73,28.14,49.85,32.6,17.86,50.32
5.65,4.98,7.59,6.45,13.85,7.12,5.23,5.21
9.53,1.24,15.18,14.65,13.85,12.88,4.79,5.64
6.35,16.18,11.73,4.69,25.38,4.93,3.05,6.07
23.3,7.47,7.59,24.62,44.77,15.62,3.92,24.73
25.77,2.49,2.76,26.38,18.92,21.1,6.53,39.48
26.48,7.47,6.9,34.58,31.38,30.41,7.4,37.74
21.89,11.2,8.97,27.55,13.38,27.67,5.66,42.51
34.24,6.22,26.22,13.48,37.38,20.28,28.74,22.56
27.54,4.98,12.42,31.07,23.54,25.76,14.81,37.74
36.36,3.73,8.97,29.89,49.38,26.3,19.6,35.14
7.06,8.71,14.49,15.83,18.92,10.14,2.18,5.64
4.59,9.95,3.45,2.34,5.54,6.3,3.05,4.77
6.35,2.49,11.04,1.76,21.23,9.59,10.02,3.9
28.95,9.95,5.52,43.96,34.15,20.28,2.18,7.38
25.42,8.71,8.28,25.79,44.77,29.59,10.45,25.6
30.71,3.73,2.07,34.58,72.46,16.17,15.24,14.32
22.59,8.71,5.52,24.03,30.46,10.96,8.27,4.77
29.3,12.44,11.04,33.41,43.85,9.04,20.9,6.94
15.89,17.42,17.94,11.14,28.15,15.07,10.02,7.81
13.42,7.47,8.97,12.31,22.15,7.4,3.05,6.51
43.07,22.4,16.56,53.34,53.54,27.12,21.78,19.96
38.83,14.93,19.32,42.79,34.61,22.74,32.66,19.96
24.36,6.22,1.38,47.48,26.31,8.77,5.23,8.68
33.19,12.44,9.66,28.72,58.15,11.23,17.42,12.58
33.54,8.71,11.04,38.69,60,13.43,21.34,18.65
10.24,8.71,12.42,11.72,8.77,7.67,40.94,7.38
22.24,22.4,12.42,15.83,44.77,15.34,22.21,11.28
30.36,17.42,13.8,39.86,75.23,46.03,10.89,46.85
2.82,6.22,6.9,0,4.62,6.3,2.18,3.47
4.24,8.71,0.69,9.38,2.77,6.03,5.66,4.77
4.24,75.91,128.36,5.86,5.08,4.11,20.9,4.34
5.65,27.38,30.37,4.1,4.62,5.48,43.12,2.6
7.41,43.55,44.86,7.03,3.23,8.22,50.08,4.77
9.88,4.98,13.11,13.48,39.23,6.03,18.73,4.77
7.41,12.44,6.9,1.17,17.54,4.66,7.4,3.04
24.36,2.49,5.52,69.75,11.54,29.32,8.27,25.6
20.83,3.73,3.45,28.14,21.69,10.41,26.57,9.11
5.3,8.71,10.35,3.52,26.31,5.21,3.92,1.3
16.95,13.69,8.28,34,58.61,22.74,8.27,8.68
21.18,9.95,11.73,28.72,2.31,28.49,2.61,45.55
19.42,13.69,8.97,7.62,11.54,6.3,39.63,5.21
17.3,17.42,8.28,9.96,23.08,3.01,30.92,3.9
16.95,22.4,24.84,4.69,8.31,5.75,54,2.6
27.18,26.13,27.6,24.62,24,13.15,27.87,12.58
26.12,6.22,13.11,29.89,2.77,23.56,15.68,27.76
42.72,11.2,8.97,66.82,23.54,39.73,20.47,56.4
34.6,8.71,7.59,49.24,33.23,15.34,20.47,15.62
31.42,4.98,5.52,41.62,19.85,29.04,18.29,37.74
48.37,8.71,14.49,52.75,59.54,38.36,36.58,48.59
36.01,6.22,10.35,43.96,41.54,33.7,28.74,51.19
34.24,43.55,79.36,51,35.08,42.47,43.99,36.01
33.19,4.98,10.35,18.76,28.62,31.78,21.34,33.4
35.3,65.95,100.76,26.96,43.38,27.67,57.05,53.36
19.42,3.73,3.45,17.58,38.77,6.58,9.15,8.24
24.71,23.64,17.94,9.96,19.85,29.59,7.84,32.97
34.6,7.47,12.42,19.34,31.38,25.21,18.73,47.72
27.54,11.2,13.11,24.03,48,7.95,23.08,20.39
16.24,4.98,8.28,11.72,4.62,20.28,6.53,43.38
35.3,1.24,4.14,39.86,38.77,24.66,8.71,36.44
20.83,4.98,2.76,25.2,14.31,42.19,8.27,38.18
19.77,3.73,4.14,34,38.77,19.18,11.32,24.29
37.07,21.15,32.44,30.48,50.77,24.39,32.66,31.67
24.36,28.62,49,19.34,35.08,19.73,37.45,21.69
7.41,7.47,10.35,18.17,30,8.22,13.07,6.07
20.83,4.98,4.83,23.45,32.31,20.82,16.98,6.07
9.53,16.18,11.73,7.62,9.69,6.03,38.33,4.77
40.6,12.44,13.8,25.2,22.62,36.44,37.89,48.15
13.42,8.71,11.04,10.55,4.62,10.96,40.07,14.32
30.71,16.18,8.28,29.31,49.38,11.78,53.57,11.71
39.89,36.09,20.01,35.76,47.08,24.11,49.21,44.68
31.07,33.6,19.32,39.86,35.54,32.6,39.2,45.55
14.12,9.95,4.14,14.07,8.31,8.49,22.21,13.88
14.47,28.62,22.77,6.45,7.38,15.34,50.52,10.85
27.54,6.22,10.35,39.86,23.54,28.77,15.24,36.88
30.36,37.33,24.84,26.96,19.85,16.71,39.63,37.31
22.24,8.71,6.21,21.69,10.62,15.62,40.07,25.6
15.53,7.47,17.25,7.03,7.85,11.51,46.16,11.71
30.36,7.47,16.56,29.89,33.69,21.37,31.36,47.29
9.53,4.98,11.73,19.93,6,27.12,11.76,60.3
31.07,26.13,32.44,28.14,30,30.69,19.6,39.04
7.06,41.06,53.83,2.34,1.85,8.77,20.03,0.87
5.65,85.86,136.64,4.69,5.54,5.21,46.6,8.68
14.12,36.09,49,9.38,18,14.25,45.29,26.03
9.18,14.93,20.01,11.14,3.23,16.44,15.24,41.21
8.47,144.35,189.78,8.79,0.92,7.4,45.73,3.04
2.82,94.57,135.26,5.86,5.54,5.75,33.1,3.9
14.12,13.69,31.75,7.62,18.46,5.75,39.2,6.07
8.12,74.66,81.43,2.93,3.69,9.59,31.36,4.77
16.95,2.49,2.07,14.65,3.69,22.74,6.97,53.36
12.36,3.73,7.59,4.69,26.77,6.3,10.45,3.04
25.77,8.71,5.52,16.41,60.92,11.51,17.42,15.18
19.77,12.44,12.42,12.31,43.38,6.03,3.48,5.64
12.71,14.93,12.42,6.45,36.46,6.85,4.36,5.64
12.36,0,6.21,29.31,38.77,14.25,5.66,2.6
2.82,11.2,6.21,2.34,3.69,6.3,3.48,5.21
5.3,29.86,17.94,4.69,3.23,4.11,7.84,4.34
4.94,68.44,46.93,1.76,2.77,5.21,27,3.9
26.83,4.98,4.14,49.82,37.85,32.06,8.71,31.24
18.36,34.84,47.62,4.1,6,10.41,42.68,17.35
14.47,85.86,146.31,4.69,30.92,4.93,30.92,6.07
2.82,43.55,47.62,4.69,3.69,9.04,19.16,10.85
3.88,34.84,86.27,4.1,8.31,5.21,6.53,6.94
27.18,9.95,12.42,51.58,26.77,27.67,16.98,13.45
28.24,2.49,10.35,39.27,15.69,29.86,12.19,23.43
