CMP,EryA,GMP,MEP,MPP
3.53,68.44,4.1,28.74,5.08
19.77,6.22,29.89,5.66,5.54
7.77,13.69,4.69,6.1,62.77
33.89,4.98,42.79,10.45,18
27.54,12.44,32.24,10.02,37.85
24.36,6.22,38.69,5.23,11.08
10.24,22.4,8.79,9.15,11.54
3.88,8.71,1.76,6.1,12.92
73.08,14.93,116.65,10.45,91.38
32.13,8.71,36.34,3.92,36.46
30.36,14.93,56.86,9.58,46.61
23.65,12.44,28.14,10.02,41.54
39.89,11.2,57.44,20.9,64.15
32.83,26.13,10.55,22.21,40.61
13.06,6.22,3.52,10.89,18.92
31.07,32.35,15.83,10.89,55.38
8.83,6.22,11.72,6.1,18
36.36,3.73,46.89,12.19,56.77
37.42,13.69,58.62,11.32,44.77
13.42,4.98,13.48,3.05,60
46.6,13.69,34.58,7.4,67.38
55.78,4.98,30.48,7.4,79.85
39.89,0,56.86,5.23,98.31
24.36,12.44,17.58,7.4,42.46
40.6,6.22,68.58,10.89,59.54
16.59,4.98,17,2.61,86.31
21.18,13.69,12.9,10.89,38.31
18,14.93,10.55,6.97,42.46
21.18,13.69,14.07,5.23,17.08
25.77,18.67,51.58,4.36,37.85
17.65,13.69,39.27,3.48,42
4.24,7.47,12.31,2.61,2.77
4.24,14.93,7.03,6.1,4.15
6,6.22,7.03,3.92,6
7.06,11.2,7.03,5.23,12
3.88,12.44,6.45,4.79,11.08
26.83,2.49,23.45,6.53,48.46
8.12,0,10.55,8.27,10.15
36.36,16.18,26.96,38.33,30.46
39.89,1.24,54.51,7.4,8.31
54.01,4.98,78.55,17.42,49.38
50.13,22.4,49.82,34.84,98.31
11.3,1.24,24.62,6.1,7.38
29.65,9.95,53.93,3.05,31.38
18.71,7.47,29.31,9.58,12
30.71,3.73,40.44,13.07,10.62
40.95,3.73,81.48,22.21,17.08
86.14,12.44,101.41,15.24,71.08
10.59,2.49,14.65,5.23,7.85
22.24,8.71,22.27,7.84,22.62
47.66,8.71,82.65,9.58,25.85
34.95,6.22,39.27,10.02,36
63.9,4.98,104.34,13.5,65.54
31.42,11.2,29.89,11.32,25.85
26.83,4.98,42.2,14.37,29.08
29.65,9.95,36.34,7.84,34.61
28.6,21.15,29.89,34.41,30
21.89,13.69,30.48,36.15,10.62
18,6.22,16.41,42.68,13.85
4.94,41.06,4.69,31.36,2.31
11.3,39.82,5.28,120.64,12
10.94,19.91,14.07,48.78,6.46
21.89,13.69,14.65,38.76,35.08
30.36,8.71,20.52,13.94,44.31
15.18,8.71,25.2,29.18,18.46
7.06,7.47,7.03,67.5,2.77
10.24,12.44,0,75.34,6.92
37.42,2.49,25.79,6.1,37.85
39.54,12.44,42.2,22.21,52.61
28.6,6.22,37.51,6.53,45.69
19.77,8.71,17.58,10.45,36
43.07,4.98,48.06,8.71,56.77
57.9,12.44,52.17,16.98,113.08
31.77,9.95,21.69,53.57,40.61
9.18,8.71,5.86,8.71,18.92
9.88,17.42,3.52,6.53,12.46
7.77,7.47,6.45,5.23,8.77
8.47,8.71,35.17,5.66,10.62
21.18,8.71,36.93,5.66,16.62
13.42,2.49,28.72,3.48,23.54
47.31,17.42,73.27,13.94,54.92
32.48,7.47,14.65,7.4,54.46
48.01,7.47,79.72,10.02,20.77
33.54,4.98,52.75,6.1,15.23
21.18,4.98,14.65,13.5,26.31
18.71,8.71,34.58,3.05,31.85
30.01,4.98,38.69,7.4,1.85
7.06,14.93,1.17,3.92,2.77
38.83,7.47,48.06,10.02,25.85
26.83,13.69,43.38,4.79,23.54
31.42,6.22,22.27,21.34,36
45.89,3.73,51.58,6.97,4.62
39.89,23.64,62.13,6.1,17.08
49.42,9.95,32.24,27.87,68.77
10.24,4.98,2.93,2.61,41.54
16.95,11.2,5.86,52.7,12
21.54,8.71,38.1,8.71,20.77
57.19,12.44,73.86,20.47,94.15
56.84,4.98,63.89,16.11,31.85
4.24,14.93,6.45,57.05,2.31
13.77,12.44,24.03,12.63,37.85
41.66,3.73,34,16.55,24.92
39.89,6.22,44.55,30.92,57.23
38.48,16.18,41.03,34.84,71.08
30.01,9.95,72.68,20.03,23.08
8.83,18.67,14.65,17.42,27.69
24.71,33.6,22.86,31.79,29.08
51.54,2.49,81.48,8.27,7.38
67.43,6.22,82.06,13.94,87.23
26.83,11.2,42.2,10.02,37.38
35.3,7.47,49.82,11.76,17.54
56.49,8.71,84.41,49.65,40.61
41.31,9.95,49.24,11.32,18
10.94,9.95,14.65,16.98,12.92
77.67,21.15,98.47,71.42,51.23
26.48,13.69,31.07,25.26,37.38
44.13,19.91,62.13,18.29,41.54
8.47,22.4,7.62,49.21,9.23
20.12,13.69,17.58,13.94,25.85
9.53,17.42,7.62,13.07,6.46
6.35,9.95,4.69,5.66,9.69
34.24,6.22,48.06,15.68,39.69
9.88,9.95,3.52,35.71,3.69
12,21.15,13.48,9.58,7.85
7.41,39.82,4.69,49.65,3.69
54.01,33.6,63.31,19.6,33.69
9.88,100.79,13.48,34.84,23.08
16.59,12.44,11.72,6.1,20.31
27.18,6.22,11.14,18.73,52.15
37.42,8.71,29.31,13.94,27.23
44.13,11.2,47.48,40.07,79.38
14.12,8.71,6.45,52.26,3.69
39.19,4.98,48.06,55.31,14.31
43.07,8.71,62.13,33.1,22.62
37.42,6.22,55.1,19.16,23.08
19.77,7.47,49.24,11.32,1.85
22.59,22.4,19.93,60.97,36.92
13.06,29.86,7.03,68.81,9.69
23.3,8.71,11.72,33.1,19.38
28.24,2.49,21.69,11.76,36.92
37.42,8.71,38.1,7.84,12.92
36.01,7.47,31.07,24.39,26.77
48.72,12.44,64.48,16.98,30
31.07,11.2,29.31,27,41.08
47.66,9.95,53.34,36.58,52.61
6.71,13.69,9.38,40.94,6.92
7.41,27.38,14.65,63.58,14.31
27.89,41.06,30.48,107.14,13.38
18.71,32.35,29.31,41.37,44.31
16.24,24.89,12.9,87.97,9.69
7.41,16.18,6.45,57.49,9.23
22.95,14.93,31.07,20.47,66.46
8.47,34.84,5.86,68.38,9.69
34.95,18.67,19.34,64.89,38.77
48.72,36.09,44.55,75.78,69.69
43.78,14.93,84.99,19.16,55.38
48.37,41.06,51,102.78,75.69
38.83,13.69,55.69,34.84,70.15
10.94,23.64,17,84.49,6
18.36,53.51,17,59.67,12.92
15.89,11.2,17.58,16.98,12
6.35,43.55,6.45,73.17,3.23
37.07,8.71,49.24,19.6,26.31
24.36,4.98,37.51,36.58,15.23
6.71,7.47,4.69,50.52,3.23
55.78,13.69,76.2,85.8,95.54
19.06,7.47,33.41,6.97,12.46
27.89,11.2,7.03,25.7,42.92
17.3,7.47,19.34,27,29.08
13.42,8.71,9.96,9.15,12.92
18.71,2.49,9.38,12.63,29.08
8.12,11.2,22.86,4.79,10.15
24.36,13.69,28.72,20.47,65.54
23.65,7.47,22.86,30.05,71.54
34.24,8.71,31.65,21.34,89.08
8.47,23.64,11.72,58.79,6.46
10.94,4.98,5.28,12.63,29.08
19.06,4.98,6.45,10.89,29.54
6.71,14.93,5.86,1.74,20.31
31.77,7.47,27.55,23.52,56.31
41.66,4.98,62.72,13.07,78.46
45.19,7.47,61.55,5.23,32.77
25.77,9.95,29.31,6.53,42.92
52.25,9.95,59.2,13.07,96.46
58.6,3.73,59.2,10.45,23.08
41.66,4.98,46.31,3.05,9.69
24.71,3.73,33.41,10.89,34.15
46.25,8.71,42.79,5.23,45.69
56.49,7.47,81.48,23.08,94.61
20.12,6.22,12.9,10.02,49.85
37.07,9.95,34.58,14.81,113.08
18,4.98,34,3.05,29.54
22.59,6.22,38.1,5.66,25.85
11.65,7.47,7.03,4.36,18
18.71,18.67,17,4.36,66.46
7.06,6.22,6.45,12.19,9.69
4.94,8.71,6.45,13.07,6.92
14.12,18.67,26.38,13.94,20.31
12,8.71,8.79,7.84,22.62
36.72,8.71,57.44,9.15,33.69
52.25,8.71,89.1,10.89,23.54
53.31,8.71,82.06,9.58,72
52.25,6.22,72.68,9.15,21.23
8.83,19.91,24.62,11.76,10.15
35.3,7.47,63.89,24.39,41.08
34.24,6.22,37.51,9.58,26.77
31.42,8.71,58.62,12.19,42
68.84,3.73,71.51,8.71,80.77
23.65,6.22,34,5.23,47.54
46.6,8.71,48.65,4.79,52.61
34.95,8.71,56.86,2.61,8.31
51.9,12.44,60.96,5.23,61.38
13.06,3.73,8.21,5.23,18
9.18,3.73,2.93,3.48,18.92
13.06,4.98,11.72,7.4,30.46
17.3,14.93,18.17,12.19,23.08
20.12,2.49,25.79,6.97,46.61
12.36,11.2,11.14,4.79,20.31
27.54,13.69,33.41,46.6,30
38.83,9.95,38.1,12.63,96
18.36,8.71,9.38,6.53,28.62
9.88,6.22,6.45,9.15,24.46
22.95,11.2,20.52,6.97,70.61
23.3,7.47,16.41,0.44,51.69
25.77,3.73,12.31,19.16,39.69
33.54,0,32.24,7.4,23.54
9.18,2.49,9.96,10.89,17.54
17.3,6.22,22.86,11.32,52.61
37.77,3.73,38.69,6.53,6
34.95,8.71,48.06,8.71,60
34.95,4.98,32.82,7.84,83.54
28.24,3.73,26.38,6.1,33.23
20.83,9.95,17,4.36,5.08
40.95,11.2,52.75,6.1,36.92
26.12,6.22,36.93,6.53,43.38
31.77,1.24,39.86,9.58,15.69
10.24,8.71,21.69,5.23,11.54
46.25,4.98,92.61,10.45,48.46
50.84,0,65.65,3.92,46.15
33.89,12.44,45.72,6.1,3.23
62.84,14.93,89.68,10.89,63.23
43.78,4.98,59.79,6.97,63.23
30.01,6.22,63.89,3.48,30.92
40.95,7.47,71.51,15.68,36.92
20.12,7.47,41.62,6.53,4.62
13.42,3.73,1.76,6.1,42.46
5.3,3.73,3.52,0.87,15.69
17.3,13.69,21.69,18.73,31.38
24.01,23.64,26.96,14.81,9.69
40.95,13.69,56.27,36.15,36.92
59.66,9.95,85.58,15.24,38.77
38.83,18.67,41.03,45.73,22.15
12.71,39.82,12.9,39.63,29.54
22.95,8.71,27.55,13.94,42.92
22.95,2.49,26.38,10.02,62.77
20.48,13.69,24.62,4.79,41.08
30.01,6.22,16.41,9.58,49.85
26.83,4.98,37.51,10.45,71.08
34.95,12.44,27.55,15.24,81.69
47.66,4.98,37.51,10.89,60.92
41.66,4.98,41.62,13.94,47.54
24.36,14.93,17.58,10.45,28.15
21.89,12.44,9.38,7.4,17.08
38.13,27.38,21.69,60.1,38.77
49.42,13.69,72.1,21.34,66
8.47,18.67,15.24,67.07,12.92
24.01,12.44,23.45,8.71,18
47.31,12.44,42.79,4.36,6
23.65,2.49,25.2,8.27,29.54
48.72,7.47,48.06,10.89,66.46
14.83,4.98,5.86,4.79,6.92
28.95,6.22,21.69,8.71,22.62
38.83,13.69,50.41,21.34,66.46
30.36,8.71,24.62,13.94,78.92
45.19,2.49,67.41,3.92,21.23
10.94,8.71,47.48,5.23,6.92
18,0,12.31,10.02,11.54
25.07,3.73,51,5.66,30.46
67.43,7.47,40.44,25.26,39.69
73.08,16.18,67.99,27.44,89.08
29.3,17.42,31.65,31.79,42.46
15.53,13.69,2.34,10.02,19.85
35.3,18.67,65.65,20.03,32.77
14.47,65.95,7.03,81.01,6
8.12,29.86,5.86,51.83,12
36.72,6.22,18.76,41.81,9.69
48.01,23.64,53.34,30.49,25.85
12,54.75,17.58,46.6,19.38
38.83,17.42,27.55,46.16,30.46
8.83,11.2,2.93,10.89,11.08
8.47,7.47,4.1,5.23,12
36.72,3.73,65.06,15.24,53.54
21.18,8.71,15.83,15.68,45.69
19.06,9.95,13.48,11.32,21.23
34.24,8.71,29.89,17.86,32.77
36.72,9.95,55.1,13.94,74.77
5.65,7.47,9.96,6.53,8.77
13.06,11.2,14.65,9.15,25.85
66.02,11.2,79.13,10.89,20.31
64.25,22.4,68.58,8.71,34.15
25.07,17.42,22.86,45.29,9.23
10.24,17.42,5.28,14.37,8.31
11.65,8.71,13.48,6.97,4.62
8.83,3.73,9.38,6.1,15.23
5.3,18.67,10.55,10.89,2.77
6.35,8.71,5.86,4.36,23.54
26.12,1.24,18.17,10.02,22.15
13.77,13.69,35.17,13.07,25.85
2.47,2.49,4.1,3.05,4.62
27.18,4.98,35.17,8.27,24.46
20.48,7.47,12.31,8.71,40.15
43.78,4.98,39.86,10.45,47.08
45.89,26.13,58.62,13.5,25.85
17.65,17.42,32.82,37.89,13.38
28.95,22.4,36.34,11.32,2.77
20.48,12.44,17.58,11.32,28.15
8.12,3.73,1.17,11.76,10.62
14.83,13.69,17,17.42,13.85
15.89,14.93,7.62,7.4,18.46
31.42,27.38,14.65,40.94,71.54
7.41,8.71,2.93,47.04,26.77
27.89,27.38,16.41,42.68,42
19.77,9.95,23.45,62.28,4.15
43.42,16.18,26.96,48.78,18.46
40.25,24.89,59.2,41.37,40.61
23.3,1.24,13.48,2.18,5.54
54.72,7.47,65.06,8.71,8.31
36.72,0,43.38,11.76,26.31
30.36,13.69,14.65,21.78,48.92
22.95,9.95,27.55,13.07,77.08
44.84,21.15,35.76,16.11,78.92
28.24,9.95,49.82,8.27,44.31
42.36,4.98,44.55,13.07,31.85
62.13,24.89,52.17,51.83,77.54
18.36,22.4,12.9,81.01,13.38
18,28.62,13.48,49.21,6.46
70.96,73.42,38.69,98.43,92.77
27.18,16.18,13.48,44.42,71.54
10.24,80.88,2.93,52.7,6.92
11.65,145.59,4.69,108.44,8.77
8.12,14.93,4.1,30.49,18
16.59,69.68,15.83,67.07,24.46
26.83,21.15,22.27,35.28,31.38
24.36,6.22,11.72,12.63,19.38
34.95,9.95,19.93,65.76,42.92
32.48,6.22,27.55,37.89,39.69
44.48,11.2,25.2,57.49,54
50.84,2.49,32.24,22.21,38.31
23.3,38.58,12.31,61.41,13.38
16.59,12.44,10.55,42.24,25.85
42.36,6.22,44.55,30.92,22.15
31.77,4.98,11.14,23.52,6.92
38.48,7.47,25.2,49.65,35.08
28.6,18.67,22.86,44.42,37.38
34.6,8.71,36.34,61.84,71.08
17.3,19.91,7.62,55.31,7.85
13.42,22.4,5.86,54,9.69
26.83,11.2,14.65,5.23,87.69
10.94,13.69,13.48,6.1,42
27.54,6.22,17,3.48,47.08
13.42,21.15,14.65,7.84,54.92
16.24,8.71,9.96,8.71,75.69
21.54,47.29,7.62,63.58,8.31
15.18,37.33,31.07,46.16,38.31
13.06,27.38,5.86,50.95,6.92
25.42,41.06,33.41,72.73,26.31
7.41,65.95,6.45,54.44,6.92
21.18,19.91,32.24,15.24,58.15
7.41,22.4,0,7.4,5.08
5.65,1.24,0,4.36,3.23
27.89,12.44,29.31,14.37,36.46
45.54,1.24,24.03,16.55,36.92
32.83,2.49,60.96,13.5,19.85
26.83,11.2,25.79,27.44,38.77
90.73,8.71,101.99,12.19,61.38
31.77,4.98,43.96,5.23,10.62
16.95,6.22,28.14,9.15,10.62
28.24,3.73,32.82,9.15,19.38
51.19,9.95,62.72,37.45,58.61
38.48,2.49,42.2,10.89,28.15
58.96,4.98,92.61,20.03,83.54
9.18,19.91,2.34,47.04,5.08
34.24,4.98,50.41,37.02,38.31
37.07,7.47,49.24,6.1,33.69
53.31,9.95,66.24,25.26,54.92
54.01,6.22,55.1,10.45,51.23
40.25,1.24,51.58,8.27,16.15
38.48,6.22,55.69,43.99,46.15
22.59,0,29.89,10.02,50.77
9.18,27.38,12.9,40.07,10.15
7.06,17.42,2.93,42.24,1.85
19.42,7.47,32.82,5.66,6
26.12,6.22,38.1,4.36,22.15
18,7.47,33.41,21.78,23.54
9.53,6.22,11.72,4.36,5.54
23.3,2.49,41.03,3.92,0.92
13.42,2.49,13.48,2.61,8.31
36.01,17.42,38.69,13.5,37.38
36.01,2.49,43.96,13.94,12.92
26.83,6.22,19.34,9.58,1.38
39.54,6.22,52.17,10.45,8.77
33.54,3.73,39.86,7.4,2.77
32.48,3.73,27.55,4.79,16.62
14.47,4.98,9.38,6.1,5.08
31.42,9.95,26.38,5.66,3.23
31.42,3.73,65.65,9.58,7.85
12.71,3.73,14.07,10.45,0
12.71,0,7.62,1.74,2.31
18.36,6.22,10.55,3.92,8.77
12,13.69,19.93,53.57,8.77
8.12,14.93,0.59,4.36,23.08
18,4.98,15.24,4.36,41.54
38.13,21.15,39.27,27.87,31.85
15.53,11.2,11.14,34.84,43.38
15.89,2.49,14.65,13.07,42
66.02,2.49,46.31,30.05,61.85
28.24,6.22,18.76,35.28,40.15
13.77,3.73,6.45,65.33,13.85
48.37,8.71,42.2,35.71,47.54
33.19,4.98,41.03,30.92,32.31
77.67,11.2,94.37,27.44,42.92
65.66,13.69,82.06,21.34,99.23
22.95,2.49,9.96,18.29,40.61
27.54,9.95,21.69,22.65,36.46
40.6,18.67,44.55,15.24,58.61
30.01,8.71,26.96,29.18,26.31
19.42,18.67,8.79,37.45,19.38
67.43,21.15,67.41,22.65,69.69
16.24,16.18,14.65,33.53,12.46
39.54,4.98,53.34,6.97,45.23
12.71,19.91,22.27,40.94,12
44.13,46.04,41.62,84.92,25.85
30.01,8.71,17.58,48.78,25.85
67.78,11.2,71.51,33.97,93.23
29.3,7.47,29.89,21.78,48.92
14.47,6.22,12.9,12.19,16.62
39.89,11.2,54.51,10.89,38.31
56.49,7.47,90.85,39.63,25.38
10.94,17.42,17,47.47,5.08
12,11.2,17.58,42.24,13.85
46.25,3.73,64.48,6.1,11.08
19.77,3.73,14.07,19.16,4.62
33.54,23.64,47.48,49.21,62.77
42.72,57.24,37.51,65.76,48.46
16.24,13.69,14.65,40.94,11.54
21.89,74.66,21.69,64.02,13.85
29.3,4.98,12.31,5.66,8.31
40.6,11.2,43.38,16.11,56.77
20.83,7.47,15.24,10.02,42.46
29.65,4.98,45.13,13.94,37.85
21.18,4.98,25.79,10.45,27.23
26.83,3.73,46.89,17.42,24.92
25.77,3.73,57.44,17.86,29.54
41.66,1.24,35.17,28.74,35.54
37.07,9.95,79.13,11.32,36.46
9.88,13.69,5.86,17.42,7.38
24.01,18.67,34.58,94.51,15.69
12.71,29.86,8.79,50.52,14.31
24.36,11.2,24.03,37.45,23.08
26.48,22.4,22.27,53.57,24
34.6,17.42,18.17,87.54,18.46
27.18,12.44,23.45,41.81,14.31
9.53,36.09,4.1,91.89,4.15
5.3,13.69,4.69,8.27,13.85
23.65,9.95,42.79,13.94,21.23
26.12,7.47,14.07,3.48,57.23
21.89,4.98,45.13,5.66,24.46
12.71,4.98,8.21,1.31,0.92
38.83,6.22,31.07,15.68,80.77
29.65,18.67,45.72,42.24,30.46
43.78,4.98,47.48,25.26,64.61
18.71,31.11,36.93,9.58,6
15.18,170.48,41.62,54.44,9.69
16.24,63.46,5.28,50.52,8.77
33.19,6.22,29.89,51.39,36
29.3,9.95,29.89,16.98,40.15
26.83,8.71,41.62,11.76,16.15
18.71,8.71,19.93,6.53,16.62
6.35,4.98,1.76,5.66,1.85
10.24,7.47,2.34,19.6,1.85
14.47,8.71,6.45,4.36,10.15
41.31,12.44,70.34,30.49,42
20.48,6.22,8.21,4.79,51.23
46.6,16.18,45.13,13.5,52.15
8.12,6.22,7.62,3.05,10.62
25.77,4.98,31.07,18.29,38.31
15.89,6.22,14.07,13.07,54.46
14.83,7.47,14.65,37.02,22.15
24.71,1.24,22.27,6.1,66.46
54.72,13.69,74.44,18.73,88.61
42.36,12.44,32.24,13.5,64.61
27.54,9.95,25.2,13.5,58.61
3.53,6.22,5.86,7.84,6.46
25.77,1.24,35.17,2.61,52.15
14.47,6.22,18.17,6.97,21.23
41.66,12.44,25.2,18.73,44.31
47.31,12.44,41.62,27.44,62.31
54.37,6.22,53.93,17.42,30.92
75.55,4.98,81.48,11.32,99.23
49.07,2.49,55.1,21.34,50.31
15.89,4.98,22.27,13.94,23.08
44.48,18.67,42.79,14.81,61.85
9.88,11.2,7.62,19.16,6
38.48,1.24,54.51,26.57,18.46
22.59,4.98,24.03,12.19,27.23
23.3,2.49,6.45,40.94,10.15
48.37,6.22,28.72,20.03,47.54
57.19,8.71,49.82,24.82,46.61
67.08,3.73,116.06,11.76,21.23
43.42,3.73,63.31,9.58,6.92
28.24,1.24,52.17,6.97,10.62
43.07,13.69,25.2,8.27,46.15
40.95,23.64,41.62,32.66,66
34.95,6.22,22.27,12.63,72
32.13,3.73,33.41,16.55,48
12,6.22,12.31,3.92,40.61
7.77,4.98,3.52,6.53,42.92
18,26.13,15.24,21.78,20.77
31.77,29.86,9.38,46.6,33.23
19.42,33.6,17,22.65,30
24.36,8.71,19.93,5.66,6.46
35.66,7.47,39.27,18.29,93.69
47.66,13.69,33.41,19.16,77.08
47.31,8.71,41.03,16.55,66.46
48.37,6.22,47.48,3.92,65.54
73.43,24.89,68.58,36.15,92.77
32.48,9.95,55.1,13.94,57.69
25.77,13.69,19.93,14.81,76.15
45.89,6.22,58.62,12.19,35.54
9.88,11.2,11.72,8.27,11.08
58.25,4.98,80.89,7.84,74.77
13.77,18.67,35.76,4.36,6.46
29.65,12.44,26.38,3.48,6
25.77,4.98,16.41,29.61,17.54
43.42,9.95,63.31,20.47,30.46
15.53,13.69,17.58,15.68,18.46
22.59,28.62,22.86,40.07,21.69
50.13,12.44,53.93,18.29,62.77
24.36,8.71,47.48,15.68,36.46
54.72,12.44,111.37,25.7,112.15
16.24,3.73,13.48,15.68,30.46
27.89,16.18,26.96,40.94,48
46.25,13.69,69.75,25.7,51.23
22.95,19.91,28.72,48.34,31.85
23.65,6.22,34,33.1,19.85
67.08,16.18,63.89,50.08,82.15
50.84,4.98,83.82,16.11,36.92
25.07,7.47,48.06,5.66,10.62
31.77,9.95,34.58,6.1,90
13.06,2.49,15.83,4.36,61.85
7.41,4.98,2.93,4.36,40.15
3.88,1.24,4.1,7.4,36.46
4.24,7.47,1.17,4.36,49.85
10.59,4.98,9.96,5.66,47.54
8.47,38.58,5.86,36.15,9.69
45.89,14.93,75.61,5.23,26.77
3.88,54.75,8.79,25.26,4.15
13.06,7.47,5.86,4.79,9.23
16.24,8.71,4.69,20.03,7.38
10.94,8.71,11.72,13.07,7.38
21.18,9.95,14.07,10.89,34.61
6.35,7.47,10.55,11.76,4.62
36.36,4.98,70.93,6.53,30.92
16.24,8.71,20.52,5.23,79.38
44.48,7.47,65.06,8.27,71.54
41.66,22.4,35.17,5.23,11.54
47.66,17.42,86.75,7.84,60.46
38.48,3.73,46.89,3.48,19.38
24.71,3.73,28.14,6.1,24
26.48,7.47,42.79,8.27,12.46
9.18,7.47,24.03,0.44,1.38
13.42,12.44,24.03,4.79,3.69
19.77,4.98,19.34,5.66,39.23
22.59,1.24,24.62,7.4,66
31.77,8.71,32.82,27,41.08
4.24,8.71,8.21,12.63,11.54
10.24,4.98,6.45,30.49,11.08
10.59,24.89,2.93,50.08,31.38
35.3,44.8,18.76,47.91,30.92
9.18,23.64,7.03,58.36,1.85
7.77,11.2,3.52,66.2,8.31
19.06,6.22,17.58,2.61,5.08
9.88,4.98,14.07,6.1,13.38
7.77,21.15,6.45,41.81,4.62
20.48,9.95,14.65,12.63,24
21.89,2.49,27.55,10.45,21.69
13.06,23.64,9.38,9.58,11.54
14.12,8.71,21.1,10.45,22.15
15.89,13.69,15.24,20.9,13.85
15.18,4.98,14.65,3.92,21.69
31.42,2.49,26.96,20.03,13.38
21.89,3.73,21.69,11.76,13.38
27.18,11.2,45.13,43.55,40.15
34.6,11.2,29.31,34.84,36
74.14,6.22,49.24,28.74,58.15
35.3,27.38,12.9,50.08,42.92
17.65,14.93,11.72,29.61,13.85
24.01,19.91,22.86,42.68,34.61
18,19.91,20.52,31.36,14.77
43.07,16.18,56.27,14.37,39.23
43.78,9.95,43.38,33.97,19.85
32.83,12.44,40.44,12.63,39.23
14.83,7.47,23.45,1.74,52.15
15.18,4.98,10.55,9.15,1.85
12.71,4.98,17,16.55,27.23
25.42,9.95,46.31,17.42,28.15
48.01,6.22,62.72,13.5,32.77
48.72,3.73,52.17,5.23,34.61
24.71,6.22,45.72,7.84,12.92
4.59,32.35,1.76,70.12,2.31
44.13,6.22,43.96,20.47,47.08
52.6,6.22,46.89,16.98,40.15
14.12,3.73,12.9,21.34,13.38
16.95,18.67,8.21,21.78,39.23
8.83,39.82,2.93,61.84,3.23
86.14,11.2,90.27,29.18,77.54
54.37,21.15,47.48,43.99,68.77
49.42,13.69,57.44,43.55,52.61
21.54,8.71,8.79,75.34,16.15
17.3,21.15,20.52,86.23,16.62
17.3,12.44,12.9,60.54,32.31
18,6.22,12.31,11.32,28.62
30.36,13.69,20.52,64.89,53.08
45.19,13.69,21.1,22.65,68.31
12.71,6.22,1.17,14.81,18
7.77,7.47,3.52,4.79,7.85
34.24,0,56.27,17.86,12.46
8.83,27.38,4.1,37.45,9.23
21.89,1.24,17.58,8.27,18
54.72,17.42,46.31,67.5,72
60.72,1.24,92.03,34.84,78.92
38.83,9.95,30.48,17.42,54
72.37,11.2,89.1,50.95,108.46
57.9,17.42,63.89,27.44,77.08
37.42,9.95,18.76,11.76,66.92
64.25,23.64,55.69,58.36,66
36.36,43.55,53.93,52.26,30.46
27.54,80.88,24.62,61.41,7.38
42.72,14.93,48.06,16.11,40.15
78.37,41.06,124.27,46.6,72
6.35,4.98,2.34,54.87,3.69
25.77,31.11,22.86,115.41,4.15
48.72,2.49,101.99,30.49,6.46
32.13,21.15,41.03,41.37,13.85
40.95,9.95,38.1,12.19,80.31
9.53,19.91,12.31,44.42,17.08
18.71,19.91,15.83,66.2,17.08
15.18,9.95,17,64.02,8.31
16.59,17.42,19.93,15.24,24.92
5.65,24.89,4.69,32.66,6.46
4.94,72.17,6.45,69.68,6
10.94,18.67,4.1,47.04,17.54
34.95,4.98,29.89,6.1,40.15
21.54,12.44,11.14,59.67,26.31
8.12,8.71,12.31,40.07,2.31
22.95,1.24,25.79,9.58,55.85
26.48,42.31,17.58,52.26,45.23
8.12,9.95,1.17,24.39,11.54
4.59,33.6,1.17,69.68,3.69
11.3,21.15,15.83,6.53,26.31
25.77,13.69,12.9,16.55,29.08
18,0,35.17,8.71,59.54
55.78,59.73,40.44,86.23,87.23
4.94,170.48,7.62,28.31,3.23
15.18,13.69,12.31,14.37,20.77
15.53,12.44,31.65,9.15,30.92
23.65,32.35,28.14,97.12,32.31
42.36,9.95,27.55,23.95,82.61
10.24,21.15,8.21,85.8,5.08
40.25,4.98,28.72,30.92,27.23
15.18,8.71,22.86,8.27,42
25.42,9.95,37.51,1.74,36.92
29.65,8.71,24.62,15.24,22.15
6.35,8.71,4.1,5.66,9.23
58.6,27.38,85.58,23.95,60.46
20.83,17.42,30.48,17.42,34.61
60.37,12.44,53.93,21.78,69.69
13.06,2.49,8.79,12.19,11.08
10.94,14.93,11.14,5.23,7.85
14.12,8.71,18.17,8.71,19.38
15.89,32.35,13.48,28.74,17.54
6,11.2,1.76,6.53,2.31
50.48,12.44,17,35.28,83.54
21.89,18.67,13.48,18.73,15.69
17.3,31.11,13.48,20.47,17.54
4.94,13.69,5.86,9.15,2.31
27.54,21.15,51.58,40.07,34.15
4.94,2.49,7.62,2.61,5.08
18,4.98,22.27,7.84,20.31
46.25,3.73,67.99,2.18,19.85
34.6,9.95,56.86,7.84,52.61
8.12,58.48,8.21,26.57,5.54
20.12,26.13,14.65,29.18,13.85
16.24,12.44,21.69,40.5,12.92
44.48,22.4,26.96,91.46,52.61
27.89,7.47,12.9,16.55,11.08
86.49,42.31,86.17,91.89,51.69
33.19,12.44,34.58,30.05,17.54
30.36,23.64,28.72,20.03,19.38
25.42,7.47,29.89,14.81,41.08
21.54,11.2,7.62,52.26,34.61
12.36,12.44,16.41,16.98,33.23
18.71,3.73,13.48,11.32,77.08
62.84,13.69,34,36.58,92.77
17.3,59.73,3.52,60.1,12.46
9.88,24.89,5.28,45.73,7.38
13.77,80.88,5.86,49.21,5.54
14.83,19.91,10.55,64.02,23.54
41.31,7.47,24.03,34.84,65.54
17.3,2.49,13.48,12.63,28.62
