UNIQUD,NAME,MPP,CMP,GMP,MEP,EryA,Gn
NM_001025439,Camk2d,55.6373,57.2722,46.9059,28.9475,19.0852,127.5255
NM_172740,Zfp420,13.5172,12.2217,7.3283,8.8435,2.51,2.114
NM_001110307,Keap1,361.676,406.1121,403.4763,960.8625,519.3255,98.9806
NR_045071,Gm19782,1.8375,1.3965,0,1.6083,0,0.0392
NM_001081164,Otud4,40.5591,167.9613,134.4889,269.3232,19.5853,21.4257
NR_030254,Mir486,0,0,0,0,0,0
NM_026721,Slc39a13,29.5267,43.3037,66.3298,98.8931,28.126,21.0194
NM_001163290,Adck3,40.9443,37.7124,30.4149,46.6226,5.5252,9.018
NM_026830,Rreb1,89.3876,240.5964,247.7286,464.7098,12.0553,47.6866
NM_139142,Slc6a20a,0.1312,2.7939,0.3664,30.5622,148.1614,1.2914
NM_001033409,Lgr6,2.3619,0,0,0.8048,0,0.0391
NM_028146,Dbndd1,0.2624,0,0,0,0,0.0392
NR_040769,A730043L09Rik,1.1808,0,0,0,0,0
NM_173443,Vcpip1,47.6449,93.9398,87.2199,152.7536,57.2542,22.9777
NR_015529,R74862,2.4931,0.698,0.7329,12.862,0,2.6065
NM_029522,Gpsm2,18.1097,29.3335,20.1534,294.281,828.196,4.2725
NM_134062,Dapk1,54.593,111.0492,65.5946,280.6233,31.6462,29.5266
NM_001164604,Nsmce2,45.6711,126.756,93.4415,198.5886,67.3009,39.3063
NM_001017433,Tbata,0.1312,0,0,0,0,0.176
NM_016800,Vti1b,90.0272,121.8755,133.7555,251.6717,37.6691,88.431
NM_134206,Vmn1r74,0,0,0,0,0,0
NR_049202,Mir344h-2,0,0,0,0,0,0
NM_001034059,Ccdc160,0.7872,0,0,2.4131,0,0
NM_026012,Nradd,19.1602,21.6499,16.4899,24.1292,1.5071,14.4294
NM_001110198,Rnf146,37.0081,74.0318,73.2921,125.4196,60.2661,21.3636
NM_001100416,Gm14432,0,0,0,0,0,0
NM_146588,Olfr1030,0,0,0,0,0,0.0782
NM_177879,Sdk1,31.6209,5.9366,0.7328,8.04,0,7.7855
NM_001164111,Nfatc1,141.8624,175.6489,106.6389,58.6919,38.6746,135.9581
NM_178085,Erc1,6.9567,6.6369,6.5962,36.9902,19.0857,2.7007
NM_001284196,Srsf10,65.2264,127.4534,109.5684,406.0429,259.6493,26.631
NM_009749,Bex2,1.8369,1.7457,0,0,1.0046,0
NM_001033223,Lin7a,2.2306,0,0,0,0,0.0391
NM_146643,Olfr1155,0,0,0,0.8035,0,0
NM_001128181,Dlgap1,35.0314,5.2382,1.0993,0.8048,3.5157,1.5663
NM_009752,Glb1,258.1622,390.0527,388.4471,365.8508,23.1038,73.4493
NM_010587,Itsn1,39.1067,44.3471,19.787,119.8046,1225.4876,33.089
NM_008947,Psmc1,279.4106,419.7207,503.1644,1338.6238,429.4136,71.1085
NM_011124,Ccl21a,0,0,0,0,0,0
NM_001163470,Trafd1,239.1224,201.4878,207.4195,237.2184,96.9301,193.8095
NM_173783,Mageb18,13.5148,1.3961,0.7329,1.6097,1.0046,0.2742
NR_104582,Xndr-trpc2,175.3304,223.8375,230.1396,552.3543,170.7616,23.3019
NM_001081186,Tmem52b,0,0,0,0,0,0.2156
NM_024175,Rps23,14.4355,28.6356,26.3831,61.9032,7.5347,3.9123
NM_172339,Snapc4,71.2563,109.6475,82.8188,209.0588,8.5382,9.3712
NM_001081023,Cacna1s,0,0,0,0,0,14.5338
NM_001242345,B230216G23Rik,1.3134,1.0474,0.7329,9.6484,3.516,0.1565
NR_030608,Mir877,0,0,0,0,0,0
NM_001252574,Slc35c2,514.2668,478.7447,584.1404,287.8517,33.1474,218.3957
NR_040334,D330023K18Rik,4.987,2.7929,6.9623,8.0414,2.0095,10.1579
NM_053087,Epgn,0,0,0,0,0,0
NM_009598,Ace,2.3622,5.9361,5.863,6.4357,17.5799,102.5295
NM_011144,Ppara,10.7599,1.0474,0,4.0175,0,0.1956
NM_026744,Mrpl53,109.7017,167.2734,175.9039,500.0956,650.9104,45.6069
NR_105809,Mir6387,0,0,0,0,0,0
NM_001285894,Vps8,67.3202,100.9231,113.9696,238.0113,22.0961,32.4894
NM_028509,1700034J05Rik,0,0,0,0,0,0
NM_027651,Tmem30c,0.656,0.6986,0,0,0,0
NM_146971,Olfr1228,0,0,0,0,0,0
NR_037287,Mir344g,0,0,0,0,0,0
NM_027192,Ttl,24.405,43.6517,41.4089,47.4353,2.0084,4.5978
NM_001163475,Zfp746,90.9449,172.1607,147.3176,278.9977,31.1405,48.1249
NM_153415,Pomt2,29.9254,37.3677,41.0431,57.0863,14.5653,2.6221
NM_199448,Fez2,36.3495,57.267,58.2676,91.6646,44.7012,22.338
NM_147107,Olfr974,0,0,0,0,0,0
NR_040431,Gm15787,2.0992,4.5399,0.7331,5.6309,7.5325,0.5874
NR_105827,Mir6401,0,0,0,0,0,0
NM_146654,Olfr237-ps1,0,0,0,0,0,0
NM_001162532,Fam174b,22.0502,37.7133,32.6132,38.5907,2.5114,3.4456
NR_045713,Nrg3os,1.4432,1.0473,2.1992,0,0.5025,0.2348
NM_177175,Tmem215,0.9191,9.0804,12.8258,0.8048,0,0.3521
NM_001190855,Pdlim5,16.0165,43.9968,57.533,110.9611,11.5501,54.3628
NM_019976,Psrc1,72.6975,61.1085,34.0793,136.718,188.3425,6.438
NM_019936,Cript,52.2226,59.3673,61.201,104.5308,163.2258,38.0673
NM_053074,Nup62,326.6164,528.6766,508.2893,1214.9291,247.6169,48.014
NM_206534,Churc1,46.7197,57.9666,63.0288,177.6955,80.3575,12.6434
NM_030141,1700061G19Rik,3.6739,10.4776,5.1301,8.044,1.0046,2.782
NM_023371,Pin1,361.4221,360.3643,453.6912,1102.2784,349.0489,58.0432
NM_023695,Crybb1,0.1312,0.349,0,1.607,0.5025,0.1177
NM_008048,Igfbp7,11.9396,22.0017,10.9945,16.0811,2.0095,6.1045
NM_009677,Ap1g1,98.0478,173.5526,172.2367,268.5356,49.7175,88.2224
NM_001025561,Pus1,61.8059,92.1861,69.9943,295.8683,7.032,7.7272
NM_053223,V1ra8,0,0,0,0,0,0
NM_001005520,Olfr231,0,0,0,0,0,0
NM_028356,Zbtb25,52.6277,74.3796,94.1829,146.3389,24.6071,10.8964
NM_001256311,E030018B13Rik,0,0,0,0,0,0
NM_029587,1700012A03Rik,0,0,0,0,0,0
NM_146258,Stard13,13.1199,3.4921,0.3665,1.607,0.5025,0.5672
NM_199241,Sema6d,1.4432,0,1.0987,0,1.5071,41.6455
NM_001039084,Mrpl1,1.313,3.84,6.5954,13.6736,1.0046,0.8609
NM_001177813,Wbp1l,168.7603,186.4709,221.35,326.4383,83.874,136.3367
NM_181266,Zfp120,22.8406,73.3398,86.8535,70.7702,2.5111,16.6319
NM_177155,Klri2,0.656,0,0.7326,0,0,2.3868
NM_029331,1700019G17Rik,0.9185,1.3969,0.3665,9.6484,0,0.274
NM_145997,Kdm5a,160.6341,265.4058,271.5437,554.7923,209.4368,62.2022
NM_009740,Bcl10,95.1415,150.1525,157.9493,190.534,124.0524,120.5899
NM_130904,Cd209d,0.7873,0.3495,0,0,0.5025,8.5286
NM_001038230,Anapc11,357.4669,467.2203,470.5444,1140.1022,314.9257,101.4731
NM_007950,Ereg,0,0,0,0,0,0
NR_102375,Gm21269,0.1314,0,0,0,0,0
NR_029655,Mir34b,0.3936,0,0,0,0,0
NM_183018,Rims1,11.2856,2.0948,1.4662,2.4118,4.0187,0.647
NM_001163454,Prorsd1,59.714,100.9232,162.7078,487.2439,43.1952,29.533
NM_146278,Olfr729,0.1312,0,0,0,0,0
NR_003633,Meg3,3.1488,1.0478,0,0.8035,0,0.5871
NM_019393,Exosc9,66.1462,116.6393,165.6463,343.3362,102.4556,12.7596
NR_040651,1700125G02Rik,0,0,0,0,0,0
NM_028283,Uaca,11.8087,2.7927,4.7641,0,0.5025,0.3717
NM_001286024,Csn2,0,0,0,0.8035,0,0
NR_040550,A930001A20Rik,0.5248,0,0.7328,0,1.5071,0.1565
NM_001142781,Fam188b,16.6646,20.6024,13.9257,32.1574,21.0932,1.1549
NM_146577,Olfr1043,0,0,0,0,0,0
NM_022312,Tnr,32.5384,1.0473,0.7331,6.4279,0.5019,0.5291
NM_001009940,Il19,0,0,0.3664,0,0,0
NM_178681,Dgkb,12.4658,3.4925,0.7328,0,1.004,0.2153
NM_207008,Olfr773,0,0,0,0,0,0
NR_038153,1810044D09Rik,14.1712,16.0628,13.1921,29.7547,5.0225,2.6048
NM_010913,Nfya,131.6278,220.6851,161.6113,295.0739,186.3324,29.8836
NM_001284199,Dnmt3l,0.5255,0.699,2.1985,0,0,3.0199
NM_172403,2810021J22Rik,5.6451,8.7316,11.3597,61.9226,23.6021,4.8954
NR_108051,Gsdmcl1,0,0,0,0,0,0
NM_008239,Foxq1,0,0,0,0,0,0.5493
NM_001037922,Gm6531,2.4928,0,0.3664,0.8035,3.5146,0.098
NM_001271810,Pcdh11x,15.8757,0,0,7.2365,1.5065,0.1372
NM_030553,Olfr160,0,0,0,0,0,0
NR_102305,D830026I12Rik,0,0,0,0,0,0
NM_177815,Rft1,81.2376,98.8277,102.9765,137.4824,20.087,22.8962
NM_027104,2310002L09Rik,0,0,0,0,0,0
NM_009666,Amelx,0.7872,0,0,0,0,0.0391
NM_172674,Phf20,170.0963,302.7506,254.6917,295.8734,39.6776,64.0588
NR_106112,Mir7652,0.1312,0,0,0,0,0
NM_001164420,Pqlc1,67.7213,114.5396,136.3256,557.9865,1425.4262,148.5361
NM_145606,Chmp1a,103.9327,107.8974,106.6439,356.1683,172.2756,83.2122
NR_045780,Zfp652os,5.5113,6.9833,5.4967,12.068,2.5116,0.9402
NM_025700,Pgm1,37.1475,97.7776,88.6844,287.8358,4.5206,18.1766
NM_001166394,4931428F04Rik,58.2628,72.9846,41.0417,45.0208,5.5255,4.108
NM_001177786,Cd44,259.996,512.9653,476.408,857.8181,31.6409,412.0113
NM_001270426,Lce3d,0,0,0,0,0,0
NM_026922,Atp2c2,1.0498,0,0,8.04,0,0.0196
NM_001135152,Slc39a14,45.006,27.9376,26.018,48.2506,10.5492,13.5757
NM_029502,Cant1,88.5761,111.0458,131.1933,178.4925,51.2298,70.1015
NM_133902,Sdsl,31.6374,101.6148,38.4774,986.5581,12.0542,0.1958
NM_153564,Gbp5,26.5085,26.8878,19.0549,17.6924,7.0331,12.365
NM_010710,Lhx2,0,0,0,0,0,0.5086
NM_025600,Dda1,198.826,241.6438,240.7623,508.9402,373.673,89.898
NM_001085540,Pramef17,0.5248,0,0,0,0,0
NM_001008421,Nol10,61.9426,101.9628,101.876,315.2003,21.0947,19.4672
NM_018789,Foxo4,87.1351,65.3027,89.0506,124.6096,463.5924,19.9997
NM_019861,Ctsf,20.8652,14.6669,11.3607,6.4331,364.1454,2.7196
NM_009789,S100g,0.9184,0,0,0,0,0
NM_001243238,4930444P10Rik,3.2802,0.3491,0.7328,0,0,0
NM_173735,2310044G17Rik,80.5713,119.7745,117.2657,254.0769,48.2152,15.948
NM_001085371,Speg,1.5745,0,0.3665,0,0,0.0588
NM_133854,Snapin,58.5299,109.999,97.4811,173.6756,9.0401,24.7243
NM_009840,Cct8,280.9849,773.4326,783.1562,2259.8655,194.3798,71.1251
NM_198831,Mrpl48,82.8028,102.6616,123.1332,244.4285,64.7872,26.3299
NM_146176,Cnot3,250.6857,223.149,221.7078,534.7106,366.1352,84.082
NM_023871,Set,257.2589,294.0298,290.2427,609.5322,94.9237,40.9693
NM_008996,Rab1,117.2067,260.5051,280.3466,390.7439,156.2024,82.8473
NM_011776,Zp3,2.6256,1.0474,0,0,0.5025,0
NM_001172071,Senp8,9.7116,21.3008,15.7585,33.7657,5.5241,3.5808
NR_105872,Mir6907,0,0.3491,0,0,0,0
NM_001011750,Olfr294,0,0,0,0,0,0
NM_028500,Calr3,7.2178,3.4928,2.5653,4.0213,0,0.1956
NM_009381,Thrsp,0,0,0,0,0,0
NM_011339,Cxcl15,0,0,0,0,0,0
NM_001286546,Ccpg1,81.2192,81.0168,78.7887,73.9736,61.7753,194.9366
NR_045613,Zfp572,0,1.3969,0,0,0,0
NM_001085549,Trabd2b,5.904,2.0947,0.7329,4.0188,2.009,12.7728
NM_001037878,Tcf25,433.7535,465.1219,406.7737,1034.0551,168.2496,173.2861
NM_001113326,Msr1,2.2305,0.6986,0,0.8035,1.5071,4.2068
NM_001083958,Zfp655,9.1854,15.3656,14.2916,34.5875,15.5691,4.4436
NM_001109747,Cenpw,46.0632,83.8114,106.277,287.8439,179.7995,4.7557
NR_106058,Mir7090,0,0.6983,0,0,0,0
NM_080708,Bmp2k,50.402,97.4263,67.0633,119.0024,411.8302,137.3812
NM_027120,Nmrk2,0,0,0,0,0,0
NM_010953,Oc90,0.5248,0,0,0,0,0
NM_207242,Npc1l1,0,0,0,0.8035,0,0
NM_001037822,Krtap5-5,0,0,0,0,0,0
NM_001271414,Nfam1,202.0978,262.9546,350.6985,69.1395,35.6596,868.3136
NM_026573,Upf3b,262.3729,330.355,294.258,698.7155,441.9727,43.6281
NM_146430,Olfr742,0,0,0,0,0,0
NM_009167,Shc3,1.4432,0,0,1.607,0,0.0391
NM_001101471,Akap5,0.5248,0.3491,1.0996,6.4344,0.5025,2.0734
NM_011962,Plod3,290.7179,389.0122,643.1539,189.7149,22.6028,80.6194
NM_198609,Rsl24d1,36.8858,130.9432,118.0021,242.0301,3.5157,3.9536
NM_008942,Npepps,229.4108,293.3298,357.2984,616.71,285.7803,189.9927
NM_001081654,Tex264,121.0017,111.0422,103.3414,262.1314,20.0914,24.0658
NM_008269,Hoxb6,0.5248,0,0,0,0,0
NM_153601,Lgsn,0.656,0,0,0.8048,0,0
NR_029560,Mir150,0,0,0,0,0,0
NM_001046637,Snrpa,202.7677,201.4883,247.003,546.8244,33.6515,21.6024
NM_178411,Zfp334,0,0,0,0,0,0.176
NM_001272045,Ces2h,0,0,0,0,0,0
NM_001164059,Sell,245.8118,609.323,474.2001,56.2788,21.5951,199.422
NM_001252568,Phyhd1,13.7769,9.0774,4.3981,5.6258,13.0597,11.5238
NM_001080943,Zdhhc22,0,0,0,0,0,0
NM_007546,Bik,0.5248,5.9363,1.466,11.2593,24.1088,0.4304
NM_010353,Gsg2,30.4461,69.1439,53.1379,87.6405,187.3342,5.4044
NM_001177670,Golph3l,67.8583,115.2396,102.2443,141.5193,249.1143,28.2191
NM_172736,Leng8,57.218,71.2421,53.8715,95.6808,105.9766,31.8516
NM_173011,Idh2,619.5259,1050.7085,1099.774,716.3174,41.6871,48.246
NM_181282,Bre,160.5134,340.8179,208.8773,419.6637,146.1561,83.5132
NM_001101623,Gm20826,0,0,0,0,0,0
NM_134249,Timd2,0.7873,0.3491,0,0.8035,0,0.489
NM_001081665,Ccdc129,2.3617,0,0,0.8035,0,0
NM_025364,Sarnp,47.1114,113.4908,92.345,205.8106,60.2677,23.0513
NM_011131,Pold1,388.4971,438.2272,398.7242,834.6565,309.3832,36.7303
NM_213615,A530032D15Rik,1.1811,2.0951,1.4661,0,1.0044,3.8191
NM_198656,Cdh26,0,0,0,0,0,0
NM_001162945,Mtx3,25.3315,34.2201,35.5473,79.5913,4.0181,2.4849
NM_010640,Klk1b11,0,0,0,0,0,0
NM_001163549,Plec,300.9522,336.9609,283.2801,142.3099,13.5591,102.3757
NM_052992,Fxyd1,11.4146,0.3491,0,0,0,0.1174
NM_178720,Zpld1,0.1314,0,0,0.8048,0,0
NM_020615,Atp5c1,303.8456,461.6064,565.8457,1058.8802,172.7664,93.5681
NR_038007,9330162B11Rik,0,0,0,0,0,0
NM_001039688,Rhox4a,0.6561,0.6986,0,0,0,0
NM_001168623,Znrf1,697.5926,964.1023,709.8383,621.4741,32.6475,129.6206
NM_001271623,Gja3,0,0.6983,0,0,0,0
NM_010244,Fv1,0,0,0,0.8035,1.5071,0
NM_007901,S1pr1,4.2009,15.0157,2.5651,18.4878,30.6394,21.1126
NM_001099301,Obp2b,0,0,0,0,0,0
NM_015828,Gne,125.2122,130.2531,138.5181,289.4627,17.5808,26.3397
NM_172443,Tbc1d16,70.4613,92.5376,69.6256,32.9649,1.5071,35.9337
NM_001011524,Olfr1418,0,0,0,0,0,0
NM_016887,Cldn7,0.5248,0,0,0,1.5071,0.0391
NR_035527,Mir599,0,0,0,0,0,0
NM_010726,Phyh,64.4367,105.4575,144.0195,108.535,11.5523,89.3506
NM_001045529,Morc3,81.4931,188.2141,160.8788,239.6197,67.8044,61.388
NM_001033171,Klrg2,0,0.3491,0.7331,0,0,0.1565
NR_040255,1700019G24Rik,0,0,0,0,0,0
NM_009210,Hltf,54.4647,93.9361,91.2521,114.1605,30.6347,41.8465
NM_030261,Sesn3,17.5838,19.9048,15.7568,9.6457,4.0174,25.7855
NM_175369,Ccdc122,39.7615,44.0006,36.645,32.1601,4.0181,16.6643
NM_010341,Nmur1,0,0,0.3664,0,0,0
NM_001286030,Dhx32,27.5607,46.4429,45.807,134.2607,20.5918,6.4391
NM_029142,4930502E18Rik,0,0,0,0,0,0
NM_001033481,Myrf,0.9184,0,0,2.4143,0,0.0196
NM_001081403,Klhl14,10.3646,0,0,0.8035,16.5779,4.3055
NM_027671,Sntg1,18.7637,8.0323,6.962,17.687,38.1727,2.0169
NM_011835,Katna1,55.7702,82.4114,90.8832,244.4169,80.3633,29.9569
NM_133435,Nmnat1,27.0311,20.9539,34.0795,73.1687,3.516,5.5357
NM_031197,Slc2a2,1.181,0,0,0,0,0
NM_031368,Bglap3,0,0,0,0,0,0
NM_008568,Mcm7,748.3771,1215.1086,1097.614,3399.7872,1630.8039,48.3624
NR_102311,D630024D03Rik,0,0,0,0,3.013,0
NM_001039554,Angptl7,0.5248,0,0,0,0,0.9192
NM_198090,Hnrnpa3,30.8394,57.2673,44.3414,82.0031,38.1663,11.8572
NM_011325,Scnn1b,3.5426,0,0,0,0,0
NM_198627,Vstm2l,0.9184,0.6983,0,0,0.5025,0.0784
NR_033610,Gm12633,0,0,0,0,0,0
NM_001145955,Pigv,66.4014,83.8119,74.0249,157.6007,24.6103,31.8853
NM_001159580,Lnx1,6.5601,2.7948,0,0.8035,1.0046,0.1372
NM_001141981,Rbm43,97.2376,148.0558,114.7036,581.257,170.7611,42.0915
NM_029289,Cypt12,0,0,0,0,0,0
NR_040706,B930018H19Rik,0,0.3491,0.3665,0,0,1.1764
NM_173418,Lrit2,0,0,0,0,0,0
NM_001033814,4930432M17Rik,0,0,0,0,0,0
NM_008221,Hbb-y,0,0,0,0,3.5157,0
NM_026453,Mak16,66.0099,140.3817,152.8126,357.7806,30.636,12.4656
NM_009661,Alox8,0.2624,0,0,0,0,0.2154
NM_183175,C1qtnf9,0.2624,0,0,0,11.0502,0.1175
NM_138579,Triobp,241.3261,166.2129,157.9448,184.9045,322.446,317.1259
NM_177723,Vsig8,0.1312,0,0,0,0,0.1568
NM_029888,Zfp142,30.5743,58.6665,50.9378,179.3065,48.2166,17.2202
NM_001276334,Cyhr1,20.4682,20.6015,19.7888,94.0698,10.5477,6.9871
NM_008869,Pla2g4a,35.701,112.0973,104.8074,100.4896,5.0216,29.9118
NM_198632,Trim67,0.9184,0,0,0,0,0
NM_153422,Pde5a,14.0418,26.1904,11.7271,31.3553,1.0046,2.7786
NM_001039501,Wfdc10,0.5248,0,0,0,0,0
NM_146072,Grik1,12.5961,2.4447,0,11.2499,5.5261,1.0179
NM_001161367,Tdrd6,0.2624,0,0,0,0,0
NM_001159620,Pigp,63.7764,66.6975,52.0394,118.9814,14.5625,14.966
NM_028622,Lce1c,0,0,0,0,0,0
NM_033146,Emc9,9.9735,15.7132,13.5591,242.0116,103.4666,8.1809
NM_026469,Tex13a,0,0,0,0,0,0
NM_144869,BC021614,2.2312,1.0474,2.1989,62.721,95.4269,3.5246
NM_008027,Flot1,363.6544,291.5735,277.0475,496.0596,71.8204,351.3433
NM_178617,Necab1,11.1526,0.3494,0.7331,3.2166,0,0.0782
NM_007671,Cdkn2c,19.5541,41.2049,30.0469,98.108,589.6266,10.3737
NM_153086,Gjd4,0.525,0,0,0,0,0
NM_001081095,1700009N14Rik,0,0,0,0,0,0
NM_008672,Nap1l4,330.9737,446.6231,462.4801,1271.9511,649.8975,71.9518
NM_001198561,H2-Q7,353.5008,233.2621,167.839,623.1637,25.1113,135.4792
NM_016669,Crym,1.312,0,0,0,0,0
NM_053188,Srd5a2,0,0,0,0,0.5025,0
NM_001177534,Gm15881,0,0,0,0,0,0
NR_045270,1700101I11Rik,0,0,0,2.4105,1.0044,0
NM_009423,Traf4,30.4424,25.4931,12.826,215.4643,157.705,4.4217
NM_010279,Gfra1,18.2374,2.4443,1.4657,6.4344,0.5025,0.137
NM_178677,Sec22c,46.9824,75.7797,90.1495,95.7002,48.2146,25.1643
NM_001081045,Kansl1,274.1952,632.7476,579.0061,897.3187,186.8343,250.5341
NM_008532,Epcam,1.0498,0,0,0,0.5019,2.054
NM_013876,Rnf11,54.3304,97.0778,75.8587,156.7697,760.8876,70.9881
NM_001001981,Utp14b,5.5121,5.5873,6.9632,12.0602,1.5071,1.0367
NM_001099321,Gm15023,0,0,0,0,0,0
NM_183147,Sprn,0,0.349,0,0,0,0
NM_175557,Zfp384,91.7318,119.7756,159.7804,241.2412,135.1037,51.5199
NM_001048220,Nlrp9a,0,0,0,0,0,0
NM_009292,Stra8,0,0,0,0,0,0.2544
NM_001195066,Phactr2,105.2639,164.8186,145.1191,45.0261,5.5255,51.8417
NM_001039511,Ivns1abp,19.9487,45.0419,39.2101,45.8377,3.0135,4.9889
NM_022882,Lpin2,249.8577,259.1073,182.5017,1367.7299,1621.2462,102.842
NR_024067,Snhg6,94.3495,131.654,137.4221,270.9604,15.0692,13.13
NM_028201,Slx4ip,14.4362,33.5196,28.9509,98.888,32.1434,17.0006
NM_001177558,Gng12,297.8475,863.2227,1005.5696,399.5745,13.5613,98.051
NM_027048,1700008P02Rik,0,0,0,0,0,0
NM_007697,Chl1,2.4934,0.6981,0.3665,3.2153,4.0181,0.5086
NR_040370,Gm13752,0.1312,0,0,0,0,0
NM_023058,Pkmyt1,316.4557,354.4188,336.7825,570.0847,550.4512,38.3325
NM_011956,Nubp2,135.0423,250.3771,267.5257,703.4785,227.0231,39.2636
NM_009986,Cux1,459.3334,679.8832,480.4192,710.7889,137.6126,106.7345
NR_045435,2010106C02Rik,0,0,0,0,0,0
NM_177117,Dlec1,2.8868,2.4447,1.0993,1.607,0,0.0196
NM_019567,Acin1,838.8613,787.785,690.7841,1468.2327,1062.2763,230.1387
NM_007723,Cnga1,128.3609,220.3393,212.554,652.0393,77.8459,4.9101
NM_001162902,Tmem217,3.1491,4.5394,2.9316,1.607,0,0.5086
NM_019805,Anapc7,204.469,181.9382,148.0507,393.9501,124.5593,33.3055
NM_001081229,Tsc22d2,23.4942,62.8535,61.5645,135.0561,26.1169,29.5654
NM_001163670,Tnnt3,3.9364,1.0474,0,3.214,3.013,2.82
NM_001039472,Kif21b,117.1874,96.7368,63.7653,79.5837,36.6635,220.4082
NM_001081222,Esco1,31.1077,53.4236,46.9041,108.5337,38.1674,24.7965
NM_001159953,Pde1c,15.3562,8.7299,6.9619,4.0201,10.0463,2.095
NR_035501,Mir1839,0,0,0,0,0,0
NM_153561,Nudt6,67.5816,83.8059,73.2915,105.3369,5.5252,8.2361
NM_009097,Rps6ka1,715.3193,913.461,1110.7723,522.6284,1151.1466,416.0695
NM_172551,Polrmt,60.3716,77.8702,79.5221,183.342,19.5894,11.8753
NM_001267714,Pex2,31.7655,66.6933,81.3569,192.1281,17.5777,25.4342
NM_001271395,Capg,319.1642,262.24,284.0131,352.1285,89.9059,414.7892
NM_001081258,Kif14,28.2117,48.8889,24.9208,108.5242,427.9031,8.0069
NM_175013,Pgm5,8.9226,1.0473,0,2.4105,0,0.1566
NR_102304,D830026I12Rik,0,0,0,0,0,0
NM_025707,Klhl28,6.1695,8.7317,9.8942,24.1096,5.5246,8.422
NM_026160,Map1lc3b,280.571,351.2808,344.4754,672.1785,985.8994,180.888
NM_145513,Tiprl,109.186,184.0252,145.1164,412.4352,152.182,48.2721
NM_011165,Prl4a1,0,0,0,0,0,0
NM_001170433,Ppfibp1,21.3931,37.3649,39.5768,18.4956,0,11.2878
NM_001172117,Hck,60.8943,61.4627,69.628,52.2484,76.3454,843.2941
NM_001081347,Rhobtb1,43.037,57.9659,35.5483,5.6296,6.028,18.0752
NM_001282096,Tjp3,42.5286,24.793,33.715,29.7458,4.0181,12.5076
NM_001003949,Tmem259,354.9806,299.2747,280.7121,782.2782,442.004,117.9754
NM_001164632,Mum1l1,0,0,0,0,0,0
NM_001252434,Dlg1,92.2632,165.5239,145.4834,409.2686,92.9158,64.7305
NM_144818,Ncaph,111.9263,160.6312,111.0357,398.8236,883.4139,18.8322
NM_028839,Tmem110,99.2045,134.7967,127.5266,172.8734,18.0802,81.6709
NM_024261,1700052N19Rik,61.9476,101.97,135.9579,229.9436,88.3994,21.4627
NM_001038612,Olfm1,6.2986,6.2847,5.4971,11.2524,1.5071,16.198
NM_145845,Vmn1r192,0,0,0,0,0,0
NR_040426,Rbakdn,6.6914,6.2859,8.7945,3.214,0,0.0785
NM_001081358,Lrrc7,8.9217,1.0474,0.3662,2.4105,0.5025,0.1956
NM_001278219,Disp1,13.385,17.8083,19.055,41.8111,3.5155,6.6345
NR_002867,Pax6os1,6.8234,1.0473,1.0993,5.6271,0.5025,0.098
NM_181582,Eif5a,3653.7223,3702.7908,4316.9008,9431.7153,1599.5496,270.4665
NM_001167694,Gpr19,28.6114,40.158,43.2424,69.1448,55.7519,5.0499
NM_145622,Zfp65,22.1788,29.3335,31.8788,43.4022,7.0306,5.5195
NM_007462,Apc,70.6072,123.276,94.9121,160.7977,40.1769,48.3892
NM_007771,Cry1,51.1848,105.108,98.9435,54.6691,1.5071,21.2337
NM_001135100,Il34,4.5923,0.6985,0,0,0,0.2739
NM_001276425,St6galnac4,125.4706,179.4912,203.0212,207.4663,4.0181,26.0361
NR_045510,Fam19a5,6.2976,1.7451,0.3665,0,0,0
NM_133972,Armc6,43.3111,39.8112,42.5083,237.1974,53.7402,7.947
NR_028316,Mdp1,144.8665,142.129,133.3945,334.4654,116.5199,54.2108
NM_178639,Sfxn5,19.0308,36.6659,18.6896,24.9273,4.5201,116.8295
NM_173398,Gpr171,157.6007,163.7702,82.4523,10.4559,3.5149,12.6571
NM_027914,Bbs10,4.8559,5.2374,3.298,8.8462,1.0046,1.2128
NM_172955,Vcan,0.1312,0,0.7328,0,0,0.0196
NM_133850,Commd7,324.1408,412.0462,435.3656,568.4763,23.1022,86.7207
NM_001145807,Brinp3,2.3616,2.4446,0.3665,0,0.5019,0.1175
NR_104311,Dhx15,270.2594,512.2493,474.9413,1097.3879,245.0978,88.4284
NM_144854,Map3k7cl,3.1487,0,0,1.6083,1.0046,0.3335
NM_009533,Xrcc5,35.035,28.6338,13.1938,280.5799,6.5287,5.0278
NM_001039669,Iffo1,114.7088,140.0295,132.2936,175.2839,37.167,45.0927
NM_031259,Nxf2,0,0.3494,0,0.8035,0,0.0391
NM_001205011,Mptx2,0,0,0,0,0,0
NM_029426,Brsk2,0,0,0,0,0.5019,0
NM_019981,Tex101,0.7872,1.3973,0,0.8035,0,0
NM_028041,Ddx54,431.5919,366.6438,392.1231,922.3155,76.8482,103.1958
NM_001172112,Dhrs7b,96.5809,127.4644,108.4683,282.2157,64.7915,32.4935
NM_001039149,Cd226,5.9041,0.349,1.466,0.8035,0,3.5798
NM_194462,Akap9,237.7952,400.53,310.7583,482.4283,62.7803,63.4512
NR_105991,Mir7024,0.1312,0,0,0,0.5025,0
NM_001254761,Rnf128,3.1502,0.349,5.1296,39.3993,0,4.4701
