UNIQUD,NAME,MPP,CMP,GMP,MEP,EryA,Gn
NM_009766,Brs3,0.3943,0,0,0,0,0
NM_001166543,Hmga1,19.5543,25.4921,37.0131,39.3966,0.5025,2.4063
NR_027923,C630043F03Rik,0.3936,1.0478,4.031,0,1.506,0.5279
NM_178597,Camk2g,313.915,291.9247,265.6872,216.2886,23.1038,99.1386
NM_153558,Obp2a,0,0,0,0,0,0
NM_177389,Mia3,134.7917,195.5482,256.1561,304.764,87.3944,91.9403
NM_175101,Emc3,128.4804,157.1402,170.0399,328.0047,178.7951,47.4297
NM_008854,Prkaca,136.102,145.6144,140.3566,482.4571,108.9918,37.5873
NR_027857,Nkx6-2,0.1312,0,0,0,0,0.0589
NM_001040086,Sytl2,2.1006,0.3495,0.3662,0,1.004,1.0564
NM_001081216,Phip,179.1463,340.8132,261.2895,497.6588,255.6461,99.6549
NM_027920,8-Mar,28.2137,54.8247,65.2304,414.0788,2326.8625,19.3476
NM_008892,Pola1,104.8753,308.7061,273.7458,538.7437,186.3244,15.3957
NM_001199020,Angel2,121.0026,272.3779,218.0448,600.6073,69.8109,49.6553
NM_054064,Psg29,0,0,0,0,0,0.0391
NM_173018,Myo9a,28.6149,90.4441,64.8604,121.4154,54.241,79.8734
NM_001177323,6-Sep,203.4098,286.343,214.7422,140.6951,17.0767,108.3448
NM_001204281,Hdac7,601.944,708.8453,416.3047,2088.8287,39.6786,81.3386
NM_009613,Adam11,69.0147,10.4751,5.8636,10.4559,3.0136,96.732
NM_146735,Olfr483,0,0,0,0,0,0
NM_001097978,Gm11758,0,0,0,0,0,0
NM_001201414,Apbb2,22.962,12.5711,7.3298,6.4293,37.6766,2.3301
NM_029499,Ms4a4c,12.995,34.5685,31.5155,12.862,22.6024,19.9379
NR_033593,4930529C04Rik,1.968,0,0,0,2.5116,0.1177
NM_008494,Lfng,64.0344,25.4942,19.7889,139.1207,34.1529,68.6363
NR_002902,Snora62,0,0,0.3665,0,0,0
NM_178693,Coq4,79.9245,108.2518,124.5995,245.198,27.1192,20.0843
NM_013647,Rps16,23.2261,22.0044,25.2849,55.4753,14.0634,7.3763
NM_054094,Acsm1,0,0.349,0,0,0,0
NM_025883,Zdhhc6,89.5078,201.1384,192.7578,484.0129,81.3613,59.3637
NM_134471,Kif2c,87.9173,94.2821,67.0639,184.8967,423.8875,10.8284
NR_028542,Snord8,0.2624,0.6981,0,0,0,0.0391
NM_001122647,Mup10,0,0,0,0,0,0
NR_037682,Snord42a,0.5249,0.3491,1.4661,0,0.5025,0.1564
NM_009374,Tgm3,9.7132,2.7926,1.4659,2.4118,0.5025,21.0455
NM_146569,Olfr1014,0,0,0,0,0,0
NM_013736,Tceb3,136.3592,248.6288,248.0974,491.2769,414.3588,96.9505
NM_001004357,Cntnap2,62.0627,11.1751,2.5647,12.0547,9.5442,0.7644
NM_008388,Eif3e,43.5776,152.2498,134.1262,334.4404,9.5411,2.8966
NM_013588,Lrrc23,4.5922,0.6986,0,0.8048,1.0044,0.0392
NM_177322,Agtr1a,4.1987,2.4438,0,62.7274,443.9774,0.4898
NM_027477,Zfp398,35.4405,75.7775,89.0478,92.4681,2.009,24.8862
NM_026814,Ppp1r27,0,0,0,0,0,0
NM_001039104,Trpm1,8.7906,0,0,1.607,0,0.1174
NM_025546,Rsl1d1,258.417,489.2164,495.8281,1357.9059,45.2031,25.5321
NM_025501,Lce3b,0,0,0,0,0,0
NM_027066,Tmem89,0,0,0,0,0,0.0782
NM_025757,Gid4,76.646,164.4658,147.3145,344.1254,74.3302,20.367
NM_011234,Rad51,63.9099,172.853,141.827,391.5474,161.226,7.8857
NM_029599,Sun5,0,0,0,0,0,0
NM_011039,Pax7,1.1808,0.6986,0,0,0,0.2347
NM_027221,Krtcap3,14.173,13.2701,15.0255,33.7762,4.0181,9.0523
NM_011622,Tom1,22.0532,27.5869,60.0981,63.5193,14.564,42.2916
NM_001166430,Hnrnpf,138.3202,216.1392,242.9743,661.6873,206.9027,38.9886
NM_020028,Lpar2,26.5064,31.0754,30.05,12.0653,5.0216,10.4624
NM_008970,Pthlh,0,0,0,0,0,0.0391
NM_001099318,Rhox2c,0,0,0,0,0,0
NM_008312,Htr2c,1.8368,0,0,0,0.5025,0
NM_146927,Olfr799,0,0,0,0,0,0
NM_053158,Mrpl1,23.3628,61.4564,53.5021,94.067,9.0385,6.0863
NR_045362,Gm6602,6.2981,0,0,0,0,0.0588
NM_009737,Bcat2,76.6555,71.9349,92.7093,191.4057,16.0711,21.8021
NM_146099,Wbp1l,173.4849,192.7564,229.7784,344.1319,86.8881,141.739
NM_001277220,Bmpr1b,10.4965,0.3491,0.3665,0.8035,1.5071,0.0588
NM_001083342,Ptchd2,1.312,0.3494,0,0.8035,0,0
NR_033600,5033404E19Rik,0,0,0,0,0,0
NR_040755,4930568E12Rik,0,0,0,0,0,0
NR_038049,D130020L05Rik,12.5959,9.7785,9.894,15.2752,5.5255,1.4483
NM_001099919,Gm10147,0,0,0,0,0,0
NM_001281859,Cysltr1,4.3315,8.7314,12.4608,2.4105,0,0.9198
NM_001199047,Tubd1,18.6359,28.6376,32.982,131.0308,80.8585,7.691
NM_175087,Aqp6,0,0,0,0,0,0
NM_175224,Metap1,95.138,110.7014,107.3735,305.5533,116.5172,32.042
NM_001009819,A3galt2,0,0,0,0,0.5025,0.0977
NM_001170485,Arpc4,518.6295,506.6912,563.2537,805.6212,267.2142,559.7669
NM_010575,Itga2b,93.7686,317.7567,132.2907,160.0125,85.3805,8.3925
NM_016985,Mtmr1,54.6047,108.2494,100.4118,127.8379,21.0949,35.8541
NM_010363,Gstz1,114.0359,135.1437,135.2214,282.9864,45.7083,14.6728
NM_011521,Sdc4,12.8594,3.1424,0.7328,4.0226,5.5245,13.4583
NM_001195485,Srsf7,495.1875,1089.0678,1046.661,2390.1624,375.6809,116.9317
NR_037961,1600020E01Rik,38.7152,61.8116,50.5721,104.5175,119.0354,14.9286
NM_025663,Gpatch4,375.7046,387.6254,384.4166,1037.2886,34.6581,26.0561
NM_019687,Slc22a4,19.2958,64.5993,118.0014,72.3733,541.4277,3.1918
NM_213733,Npepl1,350.006,388.6644,330.9163,600.6192,36.1635,56.2827
NM_029590,1700010D01Rik,0,0,0,0,0,0
NM_018729,Cd244,54.8492,38.0644,14.2932,8.0414,3.0141,73.6851
NM_001281530,H2afb2-ps,0,0,0,0,0,0
NM_028085,Anks4b,0,0,0,0,0,0
NM_010046,Dgat1,81.3779,91.1424,136.3246,145.5171,29.6334,437.9883
NM_001276465,Vps13d,95.7963,154.3482,125.6926,311.9731,198.3819,98.2862
NM_013496,Crabp1,2.3616,0.6986,0,0,0,0
NR_045596,Smim22,0,0,0,0,0,0.0589
NM_001177855,Asph,9.843,23.747,17.2232,106.1404,48.7209,8.8039
NR_027376,Gm5468,0.9184,0.3491,0,0,0,0.1566
NM_201406,Pigs,53.6716,82.4119,89.0479,182.4954,21.0947,32.168
NM_145596,Gatad2a,353.7464,502.8564,546.7703,1256.7556,475.6231,161.8361
NM_001163064,AU041133,6.8255,10.1291,6.9626,8.8462,1.5065,2.1323
NM_008964,Ptger2,25.0636,23.0486,17.5891,7.2365,2.0095,11.9528
NM_183086,Mrps10,118.0986,159.9313,173.341,316.7822,24.1073,16.9055
NM_001177471,Gm15056,0,0,0,0,0,0
NM_001039394,Rab43,168.385,196.2459,195.3222,547.5781,2399.2218,371.3111
NM_133968,Snapc2,145.8287,167.27,139.62,291.071,101.4458,22.298
NR_040463,9230112J17Rik,0.1312,1.3969,0,0,0,0
NR_030435,Mir666,0,0,0,0,0,0
NM_001005385,Gprasp1,70.9963,95.6857,72.9223,159.9809,44.7022,23.685
NM_201256,Eif4ebp3,86.3552,162.0241,145.1179,241.1978,147.1542,40.9539
NM_001284200,Dnmt3l,0.5255,0.699,2.1985,0,0,3.0199
NM_027788,Fam83c,0,0,0,0,0,0
NM_013680,Syn1,6.2981,0.6986,0.3662,2.4131,1.0046,6.541
NM_007434,Akt2,40.5508,47.4914,41.4107,115.7742,55.7472,28.7321
NM_009206,Slc4a1ap,83.2023,111.3999,130.4585,229.9805,56.2529,31.2335
NM_001161722,Tfeb,60.4949,68.7938,58.2651,36.184,32.1465,156.389
NR_033625,D5Ertd605e,48.682,31.4288,34.0818,17.6962,0,0.7238
NM_018859,Akr1e1,38.1942,64.255,56.8031,103.7114,4.017,4.4021
NM_001134752,Gm16532,0.1312,1.3966,0,0,0,0
NM_172726,E130309D02Rik,212.7557,265.7413,309.2981,752.6048,216.4717,30.9076
NM_139236,Nol6,49.2135,63.5548,66.3307,219.5338,6.0266,11.7581
NM_001184706,Tfdp2,76.2447,114.8852,93.8162,414.8837,2357.4892,13.391
NM_144824,Wrap53,68.3758,67.7445,63.0296,235.5707,174.2921,15.257
NM_026000,Psmd9,88.189,121.1799,107.0047,515.3773,326.9704,22.5533
NM_172795,Sarm1,0.3936,0.6984,0,0,0,0.3912
NM_010067,Trdmt1,14.3079,23.7481,26.385,32.9609,1.5071,3.8397
NM_025752,4933411K16Rik,0,0,0,0,0,0
NM_144547,Amhr2,0.1312,0,0,0,1.5065,0.7642
NR_105041,LOC101056149,2.0992,0,0,0,0,0.0391
NM_175316,Slco2b1,2.6246,0,0,1.6083,12.5572,40.179
NM_025439,Tmem9,78.2069,103.3629,72.5597,479.2235,564.5507,4.4041
NM_001205241,Kat6b,56.952,96.0238,65.2295,95.67,29.6345,43.3074
NM_001110850,Crem,10.1044,19.5554,8.4286,30.5493,47.2042,6.2466
NM_001252458,Prkd2,145.3888,106.1588,54.2363,115.7923,59.2668,110.2903
NR_045450,Gm11413,0,0,0,0,0,0.0196
NM_001122949,Mpl,20.4748,27.5852,5.4968,20.9074,0.5019,0.1763
NM_001098669,Klrc2,0,0,0,0,0,0.0977
NM_021511,Rrs1,96.8482,177.7391,188.7299,424.5161,7.5347,9.8017
NM_001267724,Asb13,21.3932,34.9216,28.2183,36.9888,4.0181,8.2755
NR_033453,9130209A04Rik,3.9361,0,0,0,0,0
NM_031843,Dpp7,20.4716,27.2371,27.4833,51.4578,2.009,13.6972
NM_001195531,Gm5741,2.6259,2.4443,2.9312,2.4131,1.0046,0.0782
NM_021540,Rnf130,476.792,746.1983,692.9946,584.454,43.1927,275.5132
NM_016718,Ninj2,22.0418,0.6981,0.3665,1.607,74.835,3.1891
NR_039576,Mir5116,0,0,0,0,0,0
NM_001004761,Gpr158,11.5457,3.144,0,6.4317,1.0046,0.2746
NM_001177799,Capn3,7.3505,11.8711,6.2292,0.8035,0.5019,1.2328
NM_008009,Fgfbp1,0,0,0,0,0,0
NM_001042743,Mast2,88.9833,115.9302,91.984,334.5153,600.1802,28.9381
NM_144948,Rbm7,82.8167,212.6579,193.4955,344.048,85.883,54.1731
NM_146090,Zadh2,115.2268,137.5891,147.3149,443.0042,44.1991,26.9724
NR_045323,Gm14827,0,0.3494,0,0,0.5025,0.0196
NM_146847,Olfr1090,0,0,0,0,0,0
NM_146693,Olfr1462,0,0,0,0,0,0
NM_144820,Ccdc28a,44.2227,52.7261,44.3398,71.5553,38.6726,11.7897
NM_001282051,Gak,143.1785,246.8787,234.5394,509.7321,178.794,91.5915
NM_001146200,Pik3cg,101.3093,216.8585,189.0917,98.8826,12.0526,80.0983
NR_030454,Mir684-1,4.724,6.9855,6.5951,10.4532,19.5831,1.4085
NM_001146047,Lrrc49,54.4533,28.6319,23.8198,11.258,0.5025,3.1325
NM_001271478,Pglyrp2,45.531,9.0802,2.5654,6.4317,1.5071,9.9756
NM_001146121,Psap,387.1502,361.0588,373.7945,298.3389,296.8498,655.7024
NR_033198,2700046G09Rik,9.056,8.7291,13.9262,8.8397,0.5025,1.2909
NR_104484,Erc1,20.7346,21.3048,19.055,116.5893,63.2817,9.0246
NM_001164253,Tpm1,156.965,227.6911,150.6168,672.2335,826.2025,54.5829
NM_001167793,Gm3286,0,0,0,0,0,0
NM_019919,Ltbp1,23.0929,8.0325,1.0995,29.7547,0.5025,0.3914
NM_001286641,AI593442,0,0,0,0,0,0
NR_045540,Oprl1,0.1312,0,0,0,0,0
NM_001112703,Abl1,187.7867,288.4306,231.9726,440.6463,69.3079,70.4355
NM_146716,Olfr432,0,0,0,0,0,0
NR_029456,Mccc1os,2.4954,1.0473,1.8322,1.607,0,0
NM_023626,Ing3,64.2999,98.4727,102.9746,124.6333,46.2035,24.0097
NM_001281926,Zmynd8,393.1722,498.6563,455.8791,952.8726,682.0467,190.9416
NM_008600,Mip,0.1312,0,0,20.9099,0,0
NM_001081454,Furin,66.2807,125.023,115.8005,298.3717,185.3413,71.6884
NM_007634,Ccnf,72.3011,90.7872,42.1443,261.3317,1027.0765,16.7937
NM_009573,Zic1,0,0,0,0,0,0
NM_028156,1700001P01Rik,0.2624,0,1.0994,0,1.0046,0.2347
NM_011254,Rbp1,48.6828,29.6836,12.8271,16.0773,27.1198,0.313
NM_001170454,Tada2b,15.2246,23.3964,21.9874,77.1954,32.6455,10.5952
NM_001252209,Kcnj16,0.1312,0,0,0,2.0095,19.2677
NM_011310,S100a3,0,0,0,0,0,1.8032
NM_001163192,Ly6g6f,0.1312,0,0,0.8035,1.5071,0.4706
NM_053108,Glrx,94.6352,167.9637,218.4131,179.275,22.0956,258.7669
NM_001040683,Med15,82.6785,145.2623,118.3686,228.3302,119.0341,38.9102
NM_011547,Tfap2a,2.3616,0,0.7331,0.8048,0,0.1762
NM_153104,Phospho1,0.2624,0.3491,1.8324,12.865,114.0085,43.9642
NR_105768,Mir6350,0,0,0,0,0,0
NR_027804,Nagpa,102.6364,233.2665,297.94,234.0031,18.5849,56.6062
NM_009274,Srpk2,123.7519,240.6054,229.3991,147.9157,17.0787,117.7182
NM_053271,Rims2,8.6593,0.3495,0.7331,2.4105,0.5025,0.1174
NM_029363,2010109A12Rik,3.149,2.0955,1.4657,2.4118,7.5347,0.7241
NM_178035,Fads6,0.2624,0.698,0.3665,0,0,0.7645
NM_146743,Olfr507,0,0,0,0,0,0
NM_001146275,Iigp1,17.5833,4.1913,2.932,20.9061,1.0046,9.8783
NM_011026,P2rx4,142.7756,218.9494,153.1836,138.2795,28.1243,109.5087
NM_001166637,Gm4301,0,0,0,0,0,0
NM_145708,Obox2,0,0,0,0,0,0
NM_016919,Col5a3,4.1991,0,2.1988,0.8035,0,0.4508
NM_009298,Surf6,77.6887,115.5858,115.802,255.6981,14.5636,13.0912
NM_001177404,Gm14431,0,0,0,0,0,0
NM_008174,Grm8,20.9942,2.4442,2.9319,11.2524,3.0141,8.8613
NM_146363,Olfr731,0,0,0,0,0,0
NM_001081116,Arhgef17,9.1854,3.1425,1.4657,1.6097,0.5025,0.9584
NM_007513,Slc7a1,157.2212,257.3605,240.0349,596.6095,381.7113,32.3377
NR_024325,9130024F11Rik,0.3936,0,1.0993,0,0,0.4894
NM_026322,Msra,247.097,376.0906,381.1196,228.3576,19.5883,411.8454
NM_146571,Olfr1015,0,0,0,0,0,0
NM_026597,Fam212a,261.2796,244.4302,189.4639,208.234,472.1058,4.0915
NM_026126,Fundc2,129.5691,467.5528,483.0051,1068.413,90.8981,6.069
NM_001170966,Wdr33,54.0672,88.0016,77.3254,222.6966,54.2401,42.3479
NM_019929,Sumo3,317.3159,676.7208,636.5605,1378.753,127.5739,61.4314
NM_028453,Otud3,16.01,15.365,10.9932,27.334,3.0135,9.5616
NR_003188,Kis2,0,0,0,0,0,0
NR_040739,4930554C24Rik,0.3936,0,0,0,0,0
NM_001101431,2510049J12Rik,2.6242,0.3495,0,0.8035,0.5025,0.098
NR_028549,Snord37,0,0,0,0,0,0
NR_015485,1700108F19Rik,0.2624,0.698,0,0,0,0
NM_021366,Klf13,607.6505,591.8802,660.3711,1358.1053,1044.6097,374.6753
NM_011842,Mta2,288.7392,397.0275,420.7076,1399.9293,434.4394,69.9708
NM_028025,Mageb16,3.8049,1.0473,1.0995,4.0213,4.5206,0.4898
NR_040290,4933424G06Rik,4.7234,0.6986,0.3665,0,0,0.0784
NM_178772,Nceh1,70.347,103.3669,92.7128,93.2609,1.0046,47.1609
NM_175525,Ssu2,0,0,0,0,0,0
NR_045343,E030044B06Rik,0.2624,0,0.7326,0,0,0.0391
NR_028124,2310068J16Rik,10.6346,6.9838,19.0553,20.1039,1.0046,1.1342
NM_001042487,Dlgap4,203.4234,185.4231,175.1677,221.116,25.6175,239.8361
NM_146501,Olfr318,0,0,0,0,0,0
NR_029567,Mir129-1,0,0,0,0,0,0
NR_106138,Mir7676-2,0,0,0,0,0,0
NM_001256044,Hsf4,0.1312,0,0,0.8048,0.5019,1.9167
NM_175502,Tmem74,0,1.047,0,0,0,0.0391
NM_001003667,Krt77,0,0,0,0,0,0
NM_026079,Ikbkap,74.9315,112.7933,119.0979,233.1775,7.032,73.1312
NM_029355,Prl7b1,0,0,0,0,0,0
NM_008255,Hmgcr,37.1489,60.7616,81.719,123.0118,52.2386,24.5476
NR_037253,Mir669a-6,0,0,0,0,0,0
NM_025540,Sln,0,0,0,0,0,0
NM_025555,2410004B18Rik,44.0968,62.8547,67.7955,136.696,64.7883,22.8363
NM_023649,Ush1c,0,0,0,1.607,0,3.0974
NM_133703,Fam220a,37.014,79.2651,73.2935,232.3398,1894.9661,27.0868
NR_045954,4833412C05Rik,0,0,0,0,0,0.0982
NM_022325,Ctsz,345.9169,583.1578,823.8091,500.1086,80.3691,347.2747
NM_019770,Tmed2,120.8821,273.4207,351.4472,460.6912,293.3302,69.6446
NM_001039647,Gbp11,8.6597,1.7456,1.0993,4.8223,1.0046,0.1763
NM_010938,Nrf1,165.4822,263.6533,273.0092,646.4226,625.7956,95.6479
NM_178142,Lcorl,48.8313,151.2037,131.1911,221.0939,40.178,35.4378
NM_010350,Grin2c,0,0,0,0,0,1.4671
NM_026976,Faim3,2.2306,0.3491,0.3664,0,158.2033,47.3274
NM_001113564,Serbp1,4160.2932,5156.3275,5214.5593,13979.091,3701.6539,492.7074
NM_001244693,St18,14.9589,8.0315,1.8324,2.4105,0.5025,4.0099
NM_001267620,Ankzf1,6.9556,13.9716,12.46,15.2752,8.5386,1.7419
NM_177752,Eme1,43.6993,74.026,52.7698,186.5285,92.4142,4.2094
NM_001243009,Col6a3,1.4433,0.6986,0,1.6083,1.0044,0.3913
NR_029594,Mir207,0.5248,2.0946,1.0996,0,0,0.0588
NR_045741,Gm10432,0.5248,0.3491,0.3665,0.8035,0,1.7605
NM_027320,Ifi35,162.2037,163.0756,167.473,414.9152,480.6569,106.5627
NM_011828,Hs2st1,68.1164,137.5842,114.7018,262.0959,39.6786,24.7065
NM_001253375,Kcnma1,12.0712,1.3968,0.7331,1.607,5.0236,0.509
NM_010114,Klk1b22,0,0,0,0,0,0
NM_177749,Kir3dl1,0,0,0,0,0,0
NM_028735,Ttc21a,9.1863,3.8418,20.5216,3.2153,1.0046,0.7839
NM_013915,Zbtb18,41.0787,71.2374,57.5345,29.7496,20.0892,20.1244
NM_011587,Tie1,17.0617,35.9675,27.8501,4.8236,0,0.0782
NR_105961,Mir6995,0,0,0,0,0,0
NM_001039466,Trim46,20.47,13.9669,10.6283,3.214,0.5025,1.0378
NR_027980,1700001L05Rik,6.1681,11.5233,10.2607,143.112,26.1135,1.3703
NR_037276,Mir3093,0,0,0,0,0,0
NM_028398,Phykpl,34.6459,71.939,61.1999,237.9928,36.6618,9.3728
NM_178110,Trim62,3.2804,4.1894,5.1304,4.0201,0,2.8755
NM_001146701,Iqcf1,0,0,0,0,0,0.0391
NM_001110192,Inpp5d,552.7113,678.1402,514.892,706.7593,127.5777,535.042
NM_009857,Cd8a,0.1312,0,0,0,5.0231,80.4207
NM_033623,Dcun1d1,173.4868,261.5586,252.857,308.7357,326.4613,45.0271
NM_207703,Olfr1335,0,0,0,0,0,0
NM_011054,Pde1c,12.2074,5.9365,6.5957,4.0201,10.0463,1.8799
NM_009506,Vegfc,8.1382,11.175,9.5283,0,0,4.5967
NM_144803,Chrna2,0,0,0,0,0,0
NM_001163638,Ttc18,1.9682,0,0,1.6083,2.009,0
NM_019437,Rfk,57.8765,106.501,107.7417,360.9971,203.9107,27.9352
NM_025450,Mrps17,129.7921,238.8446,312.9624,664.1202,126.5582,31.8906
NM_021099,Kit,271.6868,671.8319,557.3968,1236.6242,10.0461,76.9479
NM_177310,Xpnpep3,35.0438,66.0011,60.4647,164.8318,61.2771,11.6462
NM_134227,Vmn1r87,0,0,0,0,0,0
NR_045269,Sp3os,64.6968,68.4398,67.0608,134.2567,308.3941,44.9426
NM_177370,Rhbdd3,96.0648,104.7574,93.4487,261.3042,39.6797,6.6718
NM_025899,Uqcrc2,235.2336,636.2256,712.789,1895.5759,119.5356,60.26
NM_001270513,Gm21677,0,0,0,0,0,0
NM_001085418,Pramel5,0.2624,0,0,0,0,0
NM_001014976,Espl1,85.2915,125.0147,75.8584,369.8734,647.871,27.416
NM_001172074,3110009E18Rik,9.8414,9.4283,16.4917,18.4984,1.0046,2.0735
NM_027415,Tmem70,81.3647,148.4149,132.6522,353.7382,19.5887,26.1191
NM_172510,Mfsd4,5.9042,0,0.3662,2.4143,1.0046,0.3913
NM_009805,Cflar,36.7505,62.5083,71.4597,58.6971,20.588,55.7443
NM_001081076,Gucy2g,0,1.0481,0,3.2166,0,0
NM_029370,Spata25,2.1017,1.047,0,0,0,0
NM_001102580,Vmn2r76,0,0,0,0.8035,0,0
NM_026353,Slc48a1,245.0607,331.0532,428.3916,959.2949,1785.9701,144.4997
NM_019480,Ebag9,37.0077,53.4285,63.3983,82.7985,20.0881,9.2754
NM_028648,4930432K09Rik,0.5248,0,0,0.8035,0,0
NM_001253880,Mtf2,166.0361,391.4554,377.8176,508.892,80.3564,22.7436
NM_146052,Lrrc3b,2.4937,0.6981,0,0,0,0
NM_153808,Smc5,63.6553,139.6842,112.1354,268.5502,101.4518,16.025
NM_026624,Fam166a,0.2624,0,0.7329,0,0,0.0391
NM_008453,Klf3,162.45,96.7309,103.7078,873.9954,2874.8475,165.9836
NM_015791,Fbxo8,36.0894,68.7906,51.3066,219.4998,143.1345,19.9665
NM_019489,Ppie,140.804,147.0086,135.5907,333.6579,31.1415,8.707
NM_001170669,Pde8b,11.9406,4.8887,1.8326,0.8048,3.5166,4.1868
NM_022328,Mllt1,158.6548,221.0383,196.4284,377.0574,30.6391,31.3533
NM_021560,Bhlhe22,0,0,0,0,0,0.1174
NM_001285512,Cops2,99.4882,266.4388,243.3272,639.9306,123.048,10.6769
NM_028478,Rassf6,2.0995,0,0,0.8035,1.0044,1.1937
NM_001159521,Plxnb2,144.6149,150.1507,78.0569,17.6881,29.6334,129.6671
NM_001285437,Rbfox3,18.3681,0,1.0993,0,0,0.2544
NM_001200027,Olfr612,0,0,0,0,0,0
NM_019698,Aldh18a1,58.015,88.0009,83.185,514.5921,19.5873,5.3605
NM_175543,Rab11fip4,4.0678,5.2371,4.031,4.0175,0,3.0917
NR_038073,Snhg4,90.8197,192.7567,163.8077,644.7882,8.538,4.6948
NM_029749,Usp42,57.3462,86.2459,70.7265,114.184,39.6797,24.1923
NM_178878,Hadha,213.5548,335.9204,313.6957,747.7643,316.9268,54.1857
NM_008827,Pgf,1.1808,2.4436,1.0993,0,0,0.4304
NM_001168540,Tsku,0,0,0,0,0,2.1126
NM_001008705,Bud31,111.679,164.1212,176.2683,529.8229,298.8461,56.525
NM_001034907,Zc3h12b,10.4971,19.2057,9.8945,8.8397,0,2.5236
NR_077222,Gm10619,0,0,0,0,0,0
NM_175132,Synpo2l,0.5248,0,0,0.8035,0,0
NM_053245,Aipl1,5.6445,0.6985,2.565,0,0,0.4505
NM_177073,Relt,69.684,64.2523,63.0335,114.1578,309.8814,83.2136
NM_028806,Phactr3,5.5105,0.3491,0,0,0,0.7044
NM_001164295,Cuedc2,553.9064,627.1476,766.2967,910.8818,264.1751,113.801
NM_001037712,Kcnh6,0.7874,0,0,0.8035,0,0.1565
NM_001024604,Ankrd28,100.1555,232.2203,286.2024,270.161,30.6369,17.7206
NM_027468,Cpm,9.9734,1.0484,0.3665,2.4105,12.0542,2.9757
NM_001177986,Zmym3,35.5626,52.7322,35.5458,65.1288,7.032,8.3186
NM_028953,Tmc1,4.0689,3.493,0.3664,4.8236,0.5025,0.2155
NM_007424,Acan,0.7872,0,0,0,0.5025,0
NM_008973,Ptn,0.7872,0.6988,2.198,1.607,2.0095,0.1567
NR_040345,1810019D21Rik,0,0,0,0,0,0
NM_175031,Stk36,3.6738,0.698,0.3664,0,2.5116,1.5699
NM_027425,Rufy2,40.1656,46.0952,46.1735,54.6809,10.5472,10.6834
NM_001267707,Slco1a5,1.0496,0,0,0,0,0
NM_033078,Klrk1,7.7433,25.1442,20.1567,5.6271,2.009,54.3609
NM_146185,Zfp790,17.8468,32.1276,30.783,48.2439,6.026,10.549
NM_001083955,Hba-a2,59.5768,65.2998,24.5577,689.0149,568084.183,1900.1302
NR_106147,Mir3620,0,0,0,0,0,0
NM_172802,Fscn2,0.656,0,0,0,0,0.4312
NM_001271432,Cd82,235.9577,126.4058,118.3646,1387.0096,4465.6741,548.1215
NM_007469,Apoc1,0.5248,9.0794,9.8957,4.8247,9.542,22.6926
NR_045988,9430018G01Rik,0,0,0,0,0,0
NM_025298,Polr3e,87.5314,162.0297,173.332,352.1708,8.5382,18.8196
NM_001139520,Samhd1,326.3708,438.5836,379.2828,655.2963,525.357,998.4034
NR_030707,Vmn1r-ps79,0,0,0,0,0,0
NR_027236,AI854703,18.8958,12.5717,8.7957,64.3134,0,0.2739
NM_146686,Olfr235,0,0,0,0,0,0
NM_134033,Ccdc117,58.3962,93.5859,92.7135,195.3709,39.1765,17.2615
NM_011830,Impdh2,10.2369,15.3671,16.4902,21.7069,6.0266,0.6652
NM_147013,Olfr1038-ps,0,0,0,0,0,0
NM_026403,Nop9,130.1857,292.9751,313.7013,689.8011,81.8693,28.8248
NM_001190869,Kcne3,0.9187,3.4937,5.1304,13.6655,0.5025,1.7221
NM_152806,Ddx17,278.0841,548.2223,504.9953,1002.532,348.0598,170.4976
NR_015537,9230114K14Rik,6.956,11.8723,29.3175,84.4319,30.1339,0.5285
NM_146252,Tbc1d13,228.5411,369.1008,416.6747,614.2548,60.7707,72.8053
NM_009013,Rad51ap1,63.9118,111.0454,108.8409,351.3802,322.9442,8.7681
NM_172460,Nphp3,2.0995,0.6986,0.7328,4.0175,0,1.2716
NM_010043,Des,1.7056,0,0,0,0.5025,0.3326
NM_026368,Caap1,40.0289,61.4613,64.8629,141.5166,52.7281,19.3585
NM_001198565,Sulf1,4.1985,0.3491,0,0,0.5025,1.232
NR_106094,Mir7235,0,0,0,0,0,0
NM_172907,Olfml1,0.656,0,0,0,0,0.0782
NR_027959,B830017H08Rik,0,0,0,0.8035,0,0
NM_025763,4933436I01Rik,0,0,0,0,0,0
NM_001033394,Tmem88b,0,0,0,0,0.5025,0
NM_017373,Nfil3,42.7756,41.9015,40.6761,4.8223,1.5065,27.0942
NM_146367,Olfr976,0,0,0,0,0,0
NM_026841,1110059M19Rik,0,0,0,0,0,0
NM_199035,Alg8,65.4842,170.0591,151.3473,330.4388,29.1298,11.7174
NM_054076,Optc,0.2624,0,0,0,1.0046,0
NM_025624,Pomp,442.7515,534.6061,577.9207,1193.1735,297.3353,234.0387
NM_019429,Prss16,16.6723,27.5875,59.3652,5.6282,0,12.9618
NR_027950,4930526I15Rik,73.0954,58.665,56.8036,126.2339,14.5647,31.4639
NM_181444,Gprc5a,0.1312,0,0,0.8035,0,0.3521
NM_001282118,Mtif2,91.3472,137.5862,132.6611,336.8848,49.7173,24.4413
NM_001164205,Tsen34,54.7191,71.5823,82.8231,47.4366,3.5155,36.1362
NM_001042651,Dcun1d2,60.8885,111.3925,81.3527,188.1395,91.4071,19.5684
